,시리얼번호,기온(℃),조도(lux),자외선(UVI),자치구,주소,위도,경도,idx,temp_rank,uv_rank,lux_rank,sum_val
104,V02Q1940517,31.019760479041913,7807.724550898203,0.3047904191616768,관악구,서울특별시 관악구 신원로 3다길 1,37.48248622,126.9264971,83,584.6110000000001,236.16,210.254,1031.025
24,V02Q1940735,30.39107142857141,10647.47023809524,0.8607142857142852,성동구,서울특별시 성동구 마장동 479-33,37.56840651,127.0336607,13,551.551,252.95999999999998,219.659,1024.17
82,V02Q1940884,30.56666666666667,8848.25,0.3470238095238096,관악구,서울특별시 관악구 신림동 1439-3,37.48739741,126.9271244,62,566.428,241.2,215.06099999999998,1022.6889999999999
105,V02Q1940156,30.611728395061725,7835.672839506173,0.3000000000000001,성동구,서울특별시 성동구 마장동 780,37.56667486,127.0455215,84,570.2850000000001,235.92,210.463,1016.668
60,V02Q1940935,30.386309523809516,10227.934523809525,0.4196428571428572,중구,서울특별시 중구 덕수궁길 15 서울시청 서소문별관3동,37.5648,126.975981,41,549.898,246.23999999999998,218.405,1014.543
51,V02Q1940670,30.52754491017961,6851.0,0.478443113772455,성동구,서울특별시 성동구 성수동1가 34-17,37.53927918,127.0498732,34,564.224,247.92,201.476,1013.62
121,V02Q1940848,30.629341317365256,7471.844311377245,0.2784431137724551,종로구,서울특별시 종로구 이화동 9-264,37.57769818,127.006748,100,571.9380000000001,232.07999999999998,207.95499999999998,1011.973
68,V02Q1940261,30.273170731707314,9939.701219512195,0.3975609756097562,성동구,서울특별시 성동구 성수동1가 13-219,37.54980884,127.0497702,48,530.613,244.56,217.569,992.742
125,V02Q1940870,30.40595238095237,7083.523809523808,0.27380952380952384,성동구,서울특별시 성동구 성수동1가 160-1,37.53810274,127.0468807,104,553.755,231.12,204.19299999999998,989.068
147,V02Q1940548,30.422155688622748,6856.922155688623,0.25688622754491025,관악구,서울특별시 관악구 봉천동 산 146-28,37.49124583,126.930777,126,555.9590000000001,225.84,201.685,983.4840000000002
74,V02Q1940340,30.25060975609757,9232.060975609756,0.3676829268292683,강북구,서울특별시 강북구 미아동 229-22,37.6255552,127.02721499999998,54,522.899,243.12,216.733,982.752
77,V02Q1940742,30.596428571428564,5212.339285714285,0.3595238095238095,송파구,서울특별시 송파구 석촌동 328-3,37.50104027,127.1097395,57,568.081,242.39999999999998,166.57299999999998,977.054
73,V02Q1940842,30.212574850299397,9038.610778443111,0.36946107784431137,성동구,서울특별시 성동구 응봉동 15,37.55214248,127.0355848,53,515.1850000000001,243.35999999999999,215.688,974.2330000000001
50,V02Q1940887,30.18869047619048,11653.928571428569,0.4821428571428572,송파구,서울특별시 송파구 삼전동 62,37.50274913,127.0925242,33,503.61400000000003,248.16,220.70399999999998,972.478
