,시리얼번호,기온(℃),조도(lux),자외선(UVI),자치구,주소,위도,경도,idx,temp_rank,uv_rank,lux_rank,sum_val
51,V02Q1940935,25.466887417218533,10608.542483660129,0.4313725490196079,중구,서울특별시 중구 덕수궁길 15 서울시청 서소문별관3동,37.5648,126.975981,37,579.652,246.0,218.196,1043.848
82,V02Q1940799,25.3075,9165.84375,0.3650000000000001,도봉구,서울특별시 도봉구 창동 557-72,37.6378168,127.038271,66,576.897,239.04,213.807,1029.744
63,V02Q1940949,25.06558441558441,9890.948051948051,0.39740259740259737,강북구,서울특별시 강북구 수유동 55-7,37.6303757,127.0226279,48,567.5300000000001,243.35999999999999,217.35999999999999,1028.25
67,V02Q1940156,25.044370860927163,9794.377483443708,0.3933774834437085,성동구,서울특별시 성동구 마장동 780,37.56667486,127.0455215,52,564.7750000000001,242.39999999999998,216.106,1023.2810000000001
91,V02Q1940870,25.079220779220773,8746.181818181818,0.3512987012987014,성동구,서울특별시 성동구 성수동1가 160-1,37.53810274,127.0468807,75,569.183,236.88,212.135,1018.198
108,V02Q1940266,25.18025477707007,7895.3312101910815,0.31719745222929946,노원구,서울특별시 노원구 공릉동 499-1,37.62510077,127.0734884,92,573.0400000000001,232.79999999999998,207.53699999999998,1013.377
84,V02Q1940517,24.997385620915036,8901.313725490196,0.3588235294117648,관악구,서울특별시 관악구 신원로 3다길 1,37.48248622,126.9264971,68,561.469,238.56,213.17999999999998,1013.209
88,V02Q1940848,25.04038461538462,8558.641025641025,0.35320512820512834,종로구,서울특별시 종로구 이화동 9-264,37.57769818,127.006748,72,563.673,237.6,210.881,1012.154
40,V02Q1940261,24.840909090909093,12730.772727272728,0.5181818181818183,성동구,서울특별시 성동구 성수동1가 13-219,37.54980884,127.0497702,26,537.7760000000001,248.64,220.495,1006.9110000000001
70,V02Q1940334,24.89038461538461,9797.75641025641,0.3878205128205129,도봉구,서울특별시 도봉구 방학동 685-69,37.66563906,127.0400687,55,547.143,241.67999999999998,216.315,1005.1379999999999
114,V02Q1940367,24.949350649350656,8001.870129870129,0.3064935064935066,성동구,서울특별시 성동구 금호동2가 223-1,37.55439478,127.0200998,98,556.51,231.35999999999999,208.582,996.452
61,V02Q1940340,24.81741935483868,9820.961290322579,0.40258064516129055,강북구,서울특별시 강북구 미아동 229-22,37.6255552,127.02721499999998,46,533.9190000000001,243.84,217.15099999999998,994.9100000000001
65,V02Q1940546,24.768831168831163,9819.084415584417,0.3948051948051949,중구,서울특별시 중구 신당동 161,37.56444847,127.0221103,50,526.7560000000001,242.88,216.94199999999998,986.5780000000001
179,V02Q1940327,25.29290322580645,6659.116129032258,0.2529032258064517,광진구,서울특별시 광진구 구의동 237-10,37.54225653,127.0851136,163,575.7950000000001,215.76,192.90699999999998,984.462
187,V02Q1940944,25.401290322580643,6529.935483870968,0.2464516129032258,중랑구,서울특별시 중랑구 묵동 249-24,37.60504164,127.07543259999998,171,577.999,213.84,190.19,982.029
155,V02Q1940846,24.934394904458593,7028.9426751592355,0.2681528662420383,도봉구,서울특별시 도봉구 창동 542-1,37.63739638,127.0390037,139,553.755,221.51999999999998,198.132,973.4069999999999
45,V02Q1940735,24.74230769230769,7621.76923076923,0.4576923076923076,성동구,서울특별시 성동구 마장동 479-33,37.56840651,127.0336607,31,519.5930000000001,247.44,205.65599999999998,972.6890000000001
