,시리얼번호,기온(℃),조도(lux),자외선(UVI),자치구,주소,위도,경도,idx,temp_rank,uv_rank,lux_rank,sum_val
65,V02Q1940340,25.84670658682634,11366.556886227543,0.4676646706586829,강북구,서울특별시 강북구 미아동 229-22,37.6255552,127.02721499999998,51,565.8770000000001,243.12,216.106,1025.103
92,V02Q1940799,26.031736526946112,10305.532934131736,0.4131736526946109,도봉구,서울특별시 도봉구 창동 557-72,37.6378168,127.038271,75,575.244,237.35999999999999,212.344,1024.948
80,V02Q1940935,25.880838323353306,11025.952095808383,0.4461077844311378,중구,서울특별시 중구 덕수궁길 15 서울시청 서소문별관3동,37.5648,126.975981,65,569.734,239.76,214.225,1023.719
103,V02Q1940848,25.96167664670659,9599.317365269459,0.39401197604790417,종로구,서울특별시 종로구 이화동 9-264,37.57769818,127.006748,86,572.489,234.72,209.209,1016.4180000000001
33,V02Q1940735,25.76946107784432,9103.221556886228,0.6401197604790417,성동구,서울특별시 성동구 마장동 479-33,37.56840651,127.0336607,20,554.8570000000001,250.56,205.65599999999998,1011.0730000000001
79,V02Q1940156,25.78143712574852,10856.77245508982,0.44670658682634745,성동구,서울특별시 성동구 마장동 780,37.56667486,127.0455215,64,557.6120000000001,240.0,213.38899999999998,1011.0010000000001
70,V02Q1940517,25.717365269461087,11166.11377245509,0.4586826347305391,관악구,서울특별시 관악구 신원로 3다길 1,37.48248622,126.9264971,55,546.5920000000001,242.16,214.852,1003.604
72,V02Q1940949,25.70778443113773,11190.125748502996,0.4580838323353292,강북구,서울특별시 강북구 수유동 55-7,37.6303757,127.0226279,57,544.9390000000001,241.67999999999998,215.06099999999998,1001.6800000000001
66,V02Q1940334,25.647904191616767,11714.508982035928,0.4670658682634733,도봉구,서울특별시 도봉구 방학동 685-69,37.66563906,127.0400687,52,533.9190000000001,242.88,217.569,994.368
114,V02Q1940367,25.756886227544907,9436.185628742513,0.3694610778443115,성동구,서울특별시 성동구 금호동2가 223-1,37.55439478,127.0200998,97,552.653,232.07999999999998,207.95499999999998,992.6879999999999
155,V02Q1940449,25.885628742514978,8283.137724550897,0.32335329341317365,마포구,서울특별시 마포구 망원동 403-2,37.55579118,126.9059871,138,570.836,222.23999999999998,197.923,990.999
134,V02Q1940843,25.77544910179641,8644.934131736527,0.340119760479042,종로구,서울특별시 종로구 재동 54-1,37.57893651,126.9859126,117,556.51,227.51999999999998,202.939,986.9689999999999
94,V02Q1940870,25.655688622754496,10097.976047904192,0.4053892215568861,성동구,서울특별시 성동구 성수동1가 160-1,37.53810274,127.0468807,77,536.6740000000001,236.88,211.29899999999998,984.8530000000001
48,V02Q1940750,25.58383233532934,12682.51497005988,0.519760479041916,양천구,서울특별시 양천구 신월동 976-1,37.52197114,126.8359083,35,517.389,246.95999999999998,219.03199999999998,983.3809999999999
93,V02Q1940439,25.646107784431127,10190.700598802396,0.4059880239520957,마포구,서울특별시 마포구 성산동 630-3,37.55989095,126.9174751,76,532.817,237.12,211.926,981.863
152,V02Q1940846,25.786227544910194,8268.682634730541,0.3251497005988026,도봉구,서울특별시 도봉구 창동 542-1,37.63739638,127.0390037,135,558.163,222.95999999999998,197.296,978.4190000000001
125,V02Q1940395,25.69161676646707,9157.095808383234,0.3562874251497005,양천구,서울특별시 양천구 신월동 275,37.5389107,126.829309,108,541.633,229.44,206.283,977.3560000000001
110,V02Q1940686,25.654491017964087,9293.263473053892,0.374251497005988,용산구,서울특별시 용산구 이태원동 260-118,37.54135461,126.9911155,93,536.123,233.04,206.492,975.655
102,V02Q1940884,25.62694610778444,9719.79640718563,0.3946107784431139,관악구,서울특별시 관악구 신림동 1439-3,37.48739741,126.9271244,85,529.5110000000001,234.95999999999998,209.83599999999998,974.307
182,V02Q1940442,25.81077844311377,8173.059880239522,0.30958083832335337,마포구,서울특별시 마포구 망원동 416-7,37.55753805,126.9029616,165,562.571,215.76,195.624,973.955
87,V02Q1940945,25.59880239520957,10670.107784431138,0.42874251497006,마포구,서울특별시 마포구 망원동 403-6,37.55524371,126.9069028,70,520.695,238.56,213.17999999999998,972.4350000000001
