,시리얼번호,기온(℃),조도(lux),자외선(UVI),자치구,주소,위도,경도,idx,temp_rank,uv_rank,lux_rank,sum_val
26,V02Q1940278,26.67635135135136,14194.966216216217,0.5912162162162161,동작구,서울특별시 동작구 노량진동 84-102,37.5124009,126.9425468,18,572.489,251.51999999999998,222.376,1046.385
75,V02Q1940935,26.8375,7800.6369047619055,0.30119047619047623,중구,서울특별시 중구 덕수궁길 15 서울시청 서소문별관3동,37.5648,126.975981,62,580.2030000000001,240.95999999999998,215.06099999999998,1036.224
68,V02Q1940186,26.68297872340426,8198.72340425532,0.3127659574468086,영등포구,서울특별시 영등포구 신길동 223-66,37.50914671,126.9109582,55,573.591,242.64,216.733,1032.964
97,V02Q1940884,26.7904761904762,7038.541666666668,0.2660714285714287,관악구,서울특별시 관악구 신림동 1439-3,37.48739741,126.9271244,81,577.999,236.39999999999998,211.50799999999998,1025.907
103,V02Q1940843,26.631547619047613,6625.726190476192,0.2535714285714287,종로구,서울특별시 종로구 재동 54-1,37.57893651,126.9859126,87,568.6320000000001,234.95999999999998,208.373,1011.9650000000001
89,V02Q1940156,26.50833333333333,7169.154761904762,0.27619047619047626,성동구,서울특별시 성동구 마장동 780,37.56667486,127.0455215,74,557.6120000000001,238.07999999999998,212.135,1007.827
57,V02Q1940217,26.62993197278912,5556.7210884353735,0.3448979591836736,영등포구,서울특별시 영등포구 여의대방로 300,37.51352713,126.9259171,44,568.081,245.28,189.981,1003.342
126,V02Q1940517,26.518452380952372,6499.3869047619055,0.2398809523809525,관악구,서울특별시 관악구 신원로 3다길 1,37.48248622,126.9264971,109,559.2650000000001,229.67999999999998,206.492,995.437
36,V02Q1940735,26.35833333333333,6953.160714285716,0.4482142857142855,성동구,서울특별시 성동구 마장동 479-33,37.56840651,127.0336607,23,533.9190000000001,250.32,210.881,995.12
131,V02Q1940848,26.464880952380966,6268.255952380952,0.2363095238095239,종로구,서울특별시 종로구 이화동 9-264,37.57769818,127.006748,114,552.653,228.48,203.98399999999998,985.117
46,V02Q1940261,26.264285714285702,10134.809523809525,0.4053571428571428,성동구,서울특별시 성동구 성수동1가 13-219,37.54980884,127.0497702,33,514.634,247.92,221.12199999999999,983.6759999999999
190,V02Q1940944,26.73273809523809,5487.714285714285,0.20000000000000007,중랑구,서울특별시 중랑구 묵동 249-24,37.60504164,127.07543259999998,173,575.7950000000001,214.32,189.563,979.678
86,V02Q1940842,26.292857142857148,7393.398809523808,0.28095238095238106,성동구,서울특별시 성동구 응봉동 15,37.55214248,127.0355848,71,522.3480000000001,238.79999999999998,214.016,975.164
7,V02Q1940639,26.31904761904761,5617.089285714284,1.985119047619048,성동구,서울특별시 성동구 응봉동 193-111,37.54960389,127.0329741,8,526.7560000000001,253.92,191.444,972.12
70,V02Q1940546,26.254761904761885,7943.523809523808,0.3059523809523811,중구,서울특별시 중구 신당동 161,37.56444847,127.0221103,57,512.981,242.16,215.688,970.829
65,V02Q1940945,26.239285714285717,8368.565476190477,0.324404761904762,마포구,서울특별시 마포구 망원동 403-6,37.55524371,126.9069028,52,508.57300000000004,243.35999999999999,217.778,969.711
201,V02Q1940442,26.517261904761916,5662.190476190476,0.19523809523809532,마포구,서울특별시 마포구 망원동 416-7,37.55753805,126.9029616,184,558.714,211.67999999999998,193.11599999999999,963.51
179,V02Q1940628,26.454140127388523,5750.23566878981,0.2063694267515924,성동구,서울특별시 성동구 마장동 765-1,37.56835683,127.0405289,162,549.898,216.95999999999998,196.251,963.1089999999999
