,시리얼번호,기온(℃),조도(lux),자외선(UVI),자치구,주소,위도,경도,idx,temp_rank,uv_rank,lux_rank,sum_val
49,V02Q1940854,32.25031847133757,10994.904458598729,0.5853503184713376,마포구,서울특별시 마포구 망원동 403-2,37.5555906,126.905533,32,584.0600000000001,247.2,212.553,1043.813
44,V02Q1940935,31.48164556962022,15641.493670886077,0.6632911392405064,중구,서울특별시 중구 덕수궁길 15 서울시청 서소문별관3동,37.5648,126.975981,29,575.7950000000001,247.92,219.24099999999999,1042.9560000000001
61,V02Q1940848,31.37987421383648,11353.584905660377,0.518867924528302,종로구,서울특별시 종로구 이화동 9-264,37.57769818,127.006748,43,573.591,244.56,214.016,1032.1670000000001
84,V02Q1940517,31.58717948717949,10987.705128205129,0.45512820512820507,관악구,서울특별시 관악구 신원로 3다길 1,37.48248622,126.9264971,65,577.999,239.28,212.344,1029.623
50,V02Q1940884,31.188535031847127,13154.426751592357,0.5757961783439489,관악구,서울특별시 관악구 신림동 1439-3,37.48739741,126.9271244,33,560.918,246.95999999999998,217.569,1025.447
71,V02Q1940949,30.994871794871802,11890.544871794873,0.4903846153846152,강북구,서울특별시 강북구 수유동 55-7,37.6303757,127.0226279,53,541.633,242.16,216.315,1000.108
99,V02Q1940686,31.070253164556952,10086.29746835443,0.42025316455696216,용산구,서울특별시 용산구 이태원동 260-118,37.54135461,126.9911155,80,549.898,235.67999999999998,208.582,994.16
137,V02Q1940367,31.24012738853501,9042.547770700638,0.3554140127388537,성동구,서울특별시 성동구 금호동2가 223-1,37.55439478,127.0200998,118,562.571,226.56,203.357,992.488
154,V02Q1940944,31.349681528662423,8751.299363057326,0.3458598726114649,중랑구,서울특별시 중랑구 묵동 249-24,37.60504164,127.07543259999998,135,570.836,222.48,198.968,992.284
114,V02Q1940799,31.114743589743576,9511.942307692309,0.38910256410256416,도봉구,서울특별시 도봉구 창동 557-72,37.6378168,127.038271,95,553.2040000000001,232.07999999999998,205.86499999999998,991.1490000000001
63,V02Q1940261,30.93248407643312,12398.656050955415,0.5095541401273883,성동구,서울특별시 성동구 성수동1가 13-219,37.54980884,127.0497702,45,527.8580000000001,244.07999999999998,216.94199999999998,988.8800000000001
117,V02Q1940156,31.03717948717949,9464.99358974359,0.3807692307692307,성동구,서울특별시 성동구 마장동 780,37.56667486,127.0455215,98,547.6940000000001,231.35999999999999,205.65599999999998,984.71
56,V02Q1940340,30.913375796178354,13325.783439490448,0.5554140127388536,강북구,서울특별시 강북구 미아동 229-22,37.6255552,127.02721499999998,39,521.2460000000001,245.51999999999998,217.778,984.5440000000001
53,V02Q1940546,30.89551282051281,13522.53205128205,0.5634615384615383,중구,서울특별시 중구 신당동 161,37.56444847,127.0221103,36,517.389,246.23999999999998,218.405,982.034
110,V02Q1940945,30.988461538461532,10054.596153846154,0.4012820512820515,마포구,서울특별시 마포구 망원동 403-6,37.55524371,126.9069028,91,539.4290000000001,233.04,207.95499999999998,980.424
200,V02Q1940843,31.42229299363059,7995.88535031847,0.3152866242038217,종로구,서울특별시 종로구 재동 54-1,37.57893651,126.9859126,181,574.6930000000001,211.44,188.518,974.6510000000001
186,V02Q1940849,31.261874999999986,8280.55,0.3212500000000001,양천구,서울특별시 양천구 신월동 92-17,37.53555966,126.8328365,167,565.326,214.79999999999998,194.161,974.287
