,시리얼번호,기온(℃),조도(lux),자외선(UVI),자치구,주소,위도,경도,idx,temp_rank,uv_rank,lux_rank,sum_val
235,V02Q1940326,27.122857142857157,5843.714285714284,0.22380952380952385,은평구,서울특별시 은평구 대조동 207-9,37.61408672,126.91983700000002,214,548.796,205.67999999999998,182.039,936.515
254,V02Q1940294,27.147154471544727,5726.528455284553,0.21707317073170745,광진구,서울특별시 광진구 구의동 113,37.54816059,127.0896827,233,553.755,200.88,180.158,934.793
216,V02Q1940247,27.071428571428555,6159.657142857143,0.2361904761904762,금천구,서울특별시 금천구 독산도서관,37.46756391,126.9081023,195,537.225,210.0,186.846,934.071
303,V02Q1940595,27.323300970873785,5258.533980582524,0.19514563106796126,용산구,서울특별시 용산구 산천동 82-1,37.53439873,126.95138,281,574.142,189.35999999999999,167.618,931.1200000000001
342,V02Q1940835,27.654736842105265,5154.136842105263,0.18210526315789474,양천구,서울특별시 양천구 신정동 1019-19,37.52115715,126.86114,320,584.6110000000001,180.0,165.319,929.9300000000001
239,V02Q1940606,27.08775510204083,5910.540816326531,0.2224489795918367,마포구,서울특별시 마포구 노고산동 33-24,37.55445921,126.93769240000002,218,541.082,204.48,182.666,928.2280000000001
85,V02Q1940296,26.83833333333333,9048.55,0.3816666666666667,동작구,서울특별시 동작구 대방동 341-1,37.51196987,126.9263022,66,470.00300000000004,240.95999999999998,214.852,925.8149999999999
58,V02Q1940750,26.81038961038961,10955.09090909091,0.4558441558441558,양천구,서울특별시 양천구 신월동 976-1,37.52197114,126.8359083,41,458.98300000000006,246.95999999999998,219.45,925.393
265,V02Q1940322,27.186725663716803,5239.265486725662,0.2106194690265488,성북구,서울특별시 성북구 종암동 3-89,37.59917241,127.0360274,243,559.2650000000001,198.48,167.2,924.9450000000002
275,V02Q1940840,27.1325,5466.558333333333,0.2083333333333333,종로구,서울특별시 종로구 명륜4가 206-8,37.58188025,126.9981525,253,552.1020000000001,196.07999999999998,172.634,920.816
84,V02Q1940133,26.82105263157895,9277.429824561405,0.3824561403508773,영등포구,서울특별시 영등포구 양평동4가 93-1,37.53685591,126.8948496,65,463.391,241.2,215.688,920.279
354,V02Q1940219,27.409174311926602,5141.385321100916,0.17706422018348628,영등포구,서울특별시 영등포구 문래동1가 39-1,37.51165157,126.8957295,332,577.999,177.12,164.692,919.811
315,V02Q1940442,27.226785714285697,5296.883928571428,0.18928571428571425,마포구,서울특별시 마포구 망원동 416-7,37.55753805,126.9029616,293,564.224,186.48,169.081,919.7850000000001
271,V02Q1940755,27.061157024793385,6131.0,0.20991735537190087,노원구,서울특별시 노원구 상계동 389-483,37.65885611,127.0685008,249,535.572,197.04,186.219,918.8309999999999
369,V02Q1940619,27.692982456140367,4938.280701754386,0.1719298245614035,마포구,서울특별시 마포구 신공덕동 8-3,37.54618548,126.9561104,347,585.7130000000001,173.51999999999998,159.25799999999998,918.491
309,V02Q1940533,27.170000000000005,5363.88,0.193,관악구,서울특별시 관악구 신림동 562,37.48305759,126.9079688,287,557.6120000000001,187.92,170.962,916.494
170,V02Q1940064,26.908943089430892,6640.943089430893,0.25691056910569104,성북구,서울특별시 성북구 장위동 45-4,37.61107942,127.0555166,151,495.90000000000003,220.56,197.296,913.7560000000001
218,V02Q1940710,26.939423076923084,6498.125,0.23461538461538464,종로구,서울특별시 종로구 숭인동 55-2 숭인1동 주민센터 옥상,37.57784312,127.0156288,197,506.92,209.51999999999998,194.78799999999998,911.2280000000001
237,V02Q1940630,27.013725490196066,5987.588235294117,0.22352941176470592,용산구,서울특별시 용산구 한강로3가 65-206,37.52554041,126.9650708,216,521.797,204.95999999999998,183.92,910.677
31,V02Q1940081,26.743925233644863,18124.495327102806,0.752336448598131,동대문구,서울특별시 동대문구 답십리동 1004-10,37.57132426,127.0510025,18,434.73900000000003,252.48,223.212,910.431
111,V02Q1940116,26.824299065420565,7972.112149532712,0.3196261682242991,동대문구,서울특별시 동대문구 신설동 92-34,37.57554443,127.023874,92,465.595,234.72,210.045,910.36
337,V02Q1940444,27.207446808510642,5174.308510638298,0.18404255319148935,관악구,서울특별시 관악구 봉천동 661-38,37.4886003,126.9326409,315,563.1220000000001,181.2,165.946,910.2680000000001
117,V02Q1940357,26.82396694214875,7950.04132231405,0.3140495867768596,동작구,서울특별시 동작구 흑석동 86-201,37.50376595,126.9609584,98,465.04400000000004,233.28,209.83599999999998,908.1600000000001
184,V02Q1940647,26.918095238095226,6281.4571428571435,0.2485714285714285,마포구,서울특별시 마포구 공덕동 23-1,37.54948025,126.958483,163,498.65500000000003,217.67999999999998,190.608,906.943
213,V02Q1940374,26.93846153846154,6217.951923076923,0.2375000000000001,금천구,서울특별시 금천구 독산동 1080-4,37.46431817,126.8972355,192,506.369,210.72,188.93599999999998,906.0250000000001
152,V02Q1940118,26.850000000000005,7229.169642857143,0.2758928571428572,동대문구,서울특별시 동대문구 제기동 190-14,37.58238909,127.0314924,133,477.16600000000005,224.88,202.939,904.985
173,V02Q1940389,26.889814814814812,6639.796296296297,0.25462962962962965,동작구,서울특별시 동작구 신대방동 378-10,37.49774248,126.9238296,153,487.63500000000005,219.84,197.087,904.562
51,V02Q1940698,26.74414414414414,11451.495495495496,0.4765765765765768,용산구,서울특별시 용산구 한남동 684-85,37.53462672,127.00073590000002,35,435.29,248.39999999999998,220.70399999999998,904.394
67,V02Q1940066,26.792499999999986,7923.9333333333325,0.4383333333333334,강서구,서울특별시 강서구 가양동 36-3,37.56721931,126.8475165,49,449.61600000000004,245.04,209.41799999999998,904.0740000000001
7,V02Q1940639,26.79210526315791,6689.763157894738,1.555263157894737,성동구,서울특별시 성동구 응봉동 193-111,37.54960389,127.0329741,7,449.06500000000005,255.12,197.923,902.1080000000001
163,V02Q1940184,26.855462184873947,6764.470588235295,0.2680672268907563,영등포구,서울특별시 영등포구 영등포동 646-18,37.51419781,126.909457,144,479.37000000000006,222.23999999999998,198.132,899.742
245,V02Q1940574,26.96666666666667,5699.616161616162,0.2202020202020202,용산구,서울특별시 용산구 원효로2가 3-5,37.53718194,126.9656951,224,513.532,203.04,179.322,895.894
183,V02Q1940548,26.8591836734694,6647.275510204082,0.2489795918367348,관악구,서울특별시 관악구 봉천동 산 146-28,37.49124583,126.930777,162,479.92100000000005,217.92,197.505,895.346
388,V02Q1940796,27.23553719008265,4965.4132231404965,0.16694214876033064,종로구,서울특별시 종로구 숭인동 178-167,37.57484815,127.0199828,366,566.428,168.95999999999998,159.46699999999998,894.8549999999999
77,V02Q1940061,26.734862385321087,9372.504587155965,0.3944954128440366,구로구,서울특별시 구로구 구로동 614-3(임시 철거),37.50279963,126.8746217,58,431.43300000000005,242.88,216.106,890.4190000000001
341,V02Q1940309,27.099065420560738,5179.504672897197,0.18224299065420568,강남구,서울특별시 강남구 역삼동 782-9,37.49373877,127.0423742,319,543.837,180.23999999999998,166.155,890.232
349,V02Q1940858,27.17741935483869,4715.975806451614,0.17822580645161298,구로구,서울특별시 구로구 구로동 762,37.48821616,126.8851381,327,558.714,178.32,152.57,889.604
243,V02Q1940450,27.085576923076925,4447.182692307692,0.22115384615384626,마포구,서울특별시 마포구 연남동 361-24,37.56548077,126.9177741,222,540.5310000000001,203.51999999999998,144.41899999999998,888.47
294,V02Q1940250,27.02307692307693,5395.759615384615,0.19903846153846155,중랑구,서울시 중랑구 면목동 142-35,37.589051,127.0808924,272,525.654,191.51999999999998,171.171,888.345
169,V02Q1940822,26.83826086956521,6656.634782608697,0.2608695652173913,종로구,서울특별시 종로구 무악동 69-3,37.57542384,126.9577806,150,468.901,220.79999999999998,197.714,887.415
190,V02Q1940331,26.8457142857143,6490.1523809523815,0.2457142857142858,도봉구,서울특별시 도봉구 쌍문동 143-52,37.65050658,127.0334227,169,476.064,216.23999999999998,194.37,886.674
116,V02Q1940310,26.752427184466015,7900.718446601943,0.3145631067961165,서초구,서울특별시 서초구 방배동 462-13,37.47984859,126.9854018,97,440.8,233.51999999999998,208.791,883.1109999999999
201,V02Q1940496,26.849999999999994,6357.205357142857,0.2419642857142857,성동구,서울특별시 성동구 성수동2가 255-2,37.53877565,127.0597607,180,476.61500000000007,213.6,192.489,882.7040000000001
307,V02Q1940742,27.04672131147541,5092.3524590163925,0.19426229508196727,송파구,서울특별시 송파구 석촌동 328-3,37.50104027,127.1097395,285,530.613,188.4,162.602,881.615
423,V02Q1940182,27.440566037735852,4373.990566037736,0.15471698113207547,강서구,서울특별시 강서구 화곡동 851-20,37.53237894,126.8553371,401,580.2030000000001,160.56,140.448,881.2110000000001
344,V02Q1940564,27.11923076923077,4749.759615384615,0.17980769230769228,중구,서울특별시 중구 장충동1가 49-9,37.56085957,127.0085631,322,548.245,179.51999999999998,153.406,881.171
365,V02Q1940798,27.09478260869563,5069.234782608695,0.17304347826086952,강동구,서울특별시 강동구 천호동 76-2,37.54503786,127.136812,343,543.2860000000001,174.48,161.975,879.7410000000001
360,V02Q1940136,27.082242990654212,5106.401869158878,0.174766355140187,구로구,서울특별시 구로구 구로동 733-28,37.48946749,126.8848394,338,538.878,175.68,163.01999999999998,877.578
394,V02Q1940598,27.242990654205588,4405.588785046729,0.16448598130841122,중구,서울특별시 중구 청구로 8길 41,37.55172798,127.012144,372,568.081,167.51999999999998,141.911,877.512
322,V02Q1940652,27.047115384615378,5041.115384615385,0.1875,관악구,서울특별시 관악구 신림동 1675-8,37.48370843,126.9025203,300,531.164,184.79999999999998,160.93,876.894
200,V02Q1940769,26.841509433962266,6202.452830188679,0.24245283018867925,양천구,서울특별시 양천구 신정동 874-4,37.52786532,126.8557268,179,472.75800000000004,213.84,188.727,875.325
332,V02Q1940079,27.014285714285712,5307.598214285715,0.1848214285714286,강남구,서울특별시 강남구 일원동 707,37.49410245,127.0822094,310,522.3480000000001,182.4,169.499,874.2470000000001
138,V02Q1940290,26.752830188679237,7338.594339622641,0.2886792452830189,노원구,서울특별시 노원구 월계동 429-32,37.62054243,127.0624632,119,441.35100000000006,228.23999999999998,204.402,873.9929999999999
456,V02Q1940855,27.660975609756104,4262.666666666667,0.1471544715447154,양천구,서울특별시 양천구 신정동 949-5,37.52455321,126.8557892,434,585.162,152.64,135.85,873.652
443,V02Q1940451,27.587378640776702,4236.271844660194,0.14951456310679612,마포구,서울특별시 마포구 성산동 192-19,37.56349354,126.9061479,421,582.9580000000001,155.76,134.178,872.8960000000001
49,V02Q1940810,26.653846153846175,11931.701923076924,0.5000000000000001,종로구,서울특별시 종로구 창신동 197-17,37.57367794,127.0132041,33,401.67900000000003,248.88,221.749,872.308
154,V02Q1940667,26.77075471698113,7044.415094339623,0.2754716981132076,관악구,서울특별시 관악구 봉천동 728-1,37.49265835,126.9269739,135,445.208,224.4,201.267,870.875
323,V02Q1940862,27.00924369747899,5149.327731092437,0.1873949579831933,구로구,서울특별시 구로구 구로동 742-80,37.48887854,126.8851157,301,520.695,184.56,165.10999999999999,870.3650000000001
266,V02Q1940743,26.897368421052622,5687.333333333332,0.21052631578947367,성동구,서울특별시 성동구 성수동2가 574-9,37.53641965,127.056427,244,492.04300000000006,198.23999999999998,179.113,869.396
212,V02Q1940197,26.82293577981652,6449.036697247708,0.23853211009174316,영등포구,서울특별시 영등포구 신길동 268-35,37.50705874,126.9070917,191,463.94200000000006,210.95999999999998,193.952,868.854
293,V02Q1940162,26.927102803738325,5530.598130841122,0.1990654205607478,강서구,서울특별시 강서구 화곡동 355-48,37.53059931,126.8405692,271,502.51200000000006,191.76,174.30599999999998,868.578
252,V02Q1940106,26.883471074380175,5633.239669421488,0.21735537190082654,동대문구,서울특별시 동대문구 전농동 679,37.57758084,127.0471936,231,487.08400000000006,201.35999999999999,177.232,865.676
189,V02Q1940643,26.805357142857147,6377.5625,0.24642857142857144,마포구,서울특별시 마포구 합정동 85-9,37.54433165,126.9129634,168,456.22800000000007,216.48,192.90699999999998,865.615
277,V02Q1940373,26.890196078431387,5756.833333333332,0.20784313725490192,은평구,서울특별시 은평구 응암동 604-5,37.58993857,126.9172919,255,488.737,195.6,180.785,865.122
92,V02Q1940073,26.67631578947368,8874.5,0.3570175438596491,구로구,서울특별시 구로구 구로동 426-83,37.49382607,126.8840768,73,411.59700000000004,239.28,214.016,864.893
143,V02Q1940122,26.74144144144143,7210.711711711711,0.28198198198198204,동대문구,서울특별시 동대문구 청량리동 49-1,37.58571599,127.0479117,124,433.086,227.04,202.73,862.856
124,V02Q1940735,26.700900900900912,7693.594594594595,0.3054054054054054,성동구,서울특별시 성동구 마장동 479-33,37.56840651,127.0336607,105,423.168,231.6,207.328,862.096
380,V02Q1940525,27.04476190476189,5031.980952380953,0.1685714285714286,용산구,서울특별시 용산구 효창동 5-713,37.54226566,126.9607602,358,530.062,170.88,160.721,861.663
69,V02Q1940842,26.649122807017545,10349.894736842105,0.43070175438596503,성동구,서울특별시 성동구 응봉동 15,37.55214248,127.0355848,51,398.37300000000005,244.56,218.196,861.129
318,V02Q1940528,26.94554455445545,5161.851485148515,0.18811881188118806,마포구,서울특별시 마포구 염리동 9-245,37.55530763,126.9470009,296,509.67500000000007,185.76,165.528,860.9630000000001
343,V02Q1940583,27.010101010100993,4930.707070707071,0.18181818181818185,마포구,서울특별시 마포구 상수동 347-8,37.54520551,126.9233909,321,521.2460000000001,179.76,158.84,859.8460000000001
195,V02Q1940577,26.80275229357798,6218.036697247708,0.24403669724770646,용산구,서울특별시 용산구 서빙고동 1-3,37.52364288,126.993654,174,455.12600000000003,215.04,189.14499999999998,859.311
185,V02Q1940441,26.772807017543858,6539.561403508772,0.24824561403508774,성동구,서울특별시 성동구 행당동 134-9,37.55837233,127.0376945,164,445.759,217.44,195.415,858.614
476,V02Q1940205,27.376422764227648,4251.967479674797,0.14308943089430892,도봉구,서울특별시 도봉구 쌍문동 29-3,37.65946582,127.0379952,454,575.244,147.84,134.805,857.8890000000001
45,V02Q1940850,26.6217391304348,12260.04347826087,0.5208695652173913,영등포구,서울특별시 영등포구 당산동3가 250,37.52497813,126.8974438,31,386.25100000000003,249.35999999999999,221.958,857.569
139,V02Q1940863,26.711111111111112,7296.4957264957275,0.2880341880341881,양천구,서울특별시 양천구 신정동 294-18,37.51887605,126.8710894,120,425.372,228.0,203.775,857.147
122,V02Q1940074,26.69051724137932,7699.146551724139,0.3077586206896553,영등포구,서울특별시 영등포구 당산동1가 16-1,37.52031382,126.8969952,103,417.107,232.07999999999998,207.53699999999998,856.7239999999999
286,V02Q1940609,26.894680851063825,5360.031914893617,0.20212765957446813,마포구,서울특별시 마포구 서교동 473-15,37.55627539,126.9122386,264,490.94100000000003,193.44,170.753,855.134
516,V02Q1940817,28.50000000000001,3983.8487394957983,0.13361344537815126,종로구,서울특별시 종로구 명륜3가 53-2,37.5844799,126.9969232,494,589.019,138.24,124.982,852.241
140,V02Q1940199,26.696190476190466,7278.685714285714,0.2847619047619048,영등포구,서울특별시 영등포구 영등포동2가 222-1,37.52030939,126.9104414,121,419.862,227.76,203.357,850.979
480,V02Q1940052,27.545132743362828,3871.681415929204,0.14247787610619467,구로구,서울특별시 구로구 구로동 777-34,37.48718079,126.8896263,458,581.856,146.88,121.63799999999999,850.374
166,V02Q1940284,26.736363636363638,6589.263636363637,0.26181818181818184,성북구,서울특별시 성북구 삼선동4가 300-1,37.58968413,127.0129202,147,431.98400000000004,221.51999999999998,196.251,849.755
238,V02Q1940262,26.81272727272728,5996.418181818181,0.22272727272727275,관악구,서울특별시 관악구 봉천동 872-23,37.48342803,126.9494608,217,460.636,204.72,184.129,849.485
263,V02Q1940077,26.84403669724772,5586.0,0.21100917431192664,영등포구,서울특별시 영등포구 대림동 1059-49,37.49095208,126.8965606,241,474.96200000000005,198.95999999999998,175.56,849.482
335,V02Q1940311,26.96090909090909,4851.354545454546,0.1845454545454546,중랑구,서울특별시 중랑구 중화동 54-4,37.60067531,127.0819374,313,511.32800000000003,181.68,155.70499999999998,848.713
247,V02Q1940803,26.823423423423435,5703.288288288289,0.218018018018018,양천구,서울특별시 양천구 목동 458-4,37.52303768,126.8722936,226,464.49300000000005,202.56,179.531,846.5840000000001
70,V02Q1940071,26.60344827586205,10286.939655172411,0.4275862068965516,양천구,서울특별시 양천구 신월동 43-4,37.53623879,126.8242707,52,381.843,244.32,217.987,844.15
188,V02Q1940243,26.71999999999999,6781.7619047619055,0.2466666666666667,중랑구,서울특별시 중랑구 상봉동 120-52,37.59335302,127.0809757,167,427.02500000000003,216.72,198.759,842.504
464,V02Q1940567,27.148453608247408,4271.237113402061,0.14536082474226802,중구,서울특별시 중구 산림동 56-2,37.56805562,126.99650990000002,442,554.8570000000001,150.72,136.477,842.0540000000001
272,V02Q1940188,26.816393442622953,5859.55737704918,0.20901639344262296,영등포구,서울특별시 영등포구 신길동 341-1,37.50213873,126.9051679,250,462.84000000000003,196.79999999999998,182.248,841.8879999999999
160,V02Q1940314,26.692982456140342,6929.5526315789475,0.2692982456140351,강북구,서울특별시 강북구 미아동 679-12,37.61856124,127.0228038,141,417.658,222.95999999999998,200.22199999999998,840.8399999999999
208,V02Q1940849,26.757894736842104,6109.27192982456,0.2403508771929825,양천구,서울특별시 양천구 신월동 92-17,37.53555966,126.8328365,187,442.45300000000003,211.92,186.01,840.383
164,V02Q1940386,26.694642857142853,6810.044642857143,0.26428571428571435,강북구,서울특별시 강북구 미아동 87-115,37.61589809,127.03416029999998,145,419.31100000000004,222.0,198.968,840.279
61,V02Q1940887,26.594308943089427,10889.08943089431,0.4463414634146343,송파구,서울특별시 송파구 삼전동 62,37.50274913,127.0925242,44,374.68,246.23999999999998,218.82299999999998,839.7429999999999
362,V02Q1940770,26.939622641509434,4884.7830188679245,0.1745283018867924,강동구,서울특별시 강동구 암사동 496-25,37.5498763,127.1294778,340,507.47100000000006,175.2,156.75,839.421
118,V02Q1940546,26.650495049504944,7582.940594059405,0.31386138613861403,중구,서울특별시 중구 신당동 161,37.56444847,127.0221103,99,399.475,233.04,206.492,839.007
489,V02Q1940170,27.19137931034481,4182.637931034483,0.14051724137931032,영등포구,서울특별시 영등포구 당산동1가 32,37.52173841,126.8966833,467,560.3670000000001,144.72,133.13299999999998,838.22
120,V02Q1940186,26.63548387096775,8013.1935483870975,0.31048387096774194,영등포구,서울특별시 영등포구 신길동 223-66,37.50914671,126.9109582,101,392.86300000000006,232.56,210.463,835.886
1,V02Q1940481,26.67289719626169,5308.635514018692,12.085981308411215,양천구,서울특별시 양천구 신정동 1099,37.52408281,126.8546531,2,409.39300000000003,256.32,169.708,835.4209999999999
429,V02Q1940127,27.07,4325.958333333333,0.15333333333333335,영등포구,서울특별시 영등포구 당산동6가 337-1,37.53620112,126.9012217,407,536.6740000000001,159.12,139.194,834.988
406,V02Q1940486,26.998113207547163,4676.547169811321,0.16132075471698118,금천구,서울특별시 금천구 독산동 1002-5,37.46670274,126.890697,384,519.5930000000001,164.64,150.689,834.922
506,V02Q1940043,27.24596774193548,3984.6370967741937,0.13709677419354838,구로구,서울특별시 구로구 구로동 704-13,37.49002864,126.8835537,484,568.6320000000001,140.64,125.19099999999999,834.4630000000001
304,V02Q1940678,26.84403669724772,5354.357798165138,0.19449541284403668,관악구,서울특별시 관악구 봉천동 979-7,37.48258121,126.942046,282,474.41100000000006,189.12,170.54399999999998,834.075
167,V02Q1940163,26.678991596638664,6849.378151260506,0.261344537815126,강서구,서울특별시 강서구 공항동 60-10,37.55938828,126.8098556,148,412.699,221.28,199.177,833.1560000000001
281,V02Q1940853,26.829090909090908,5409.7636363636375,0.20454545454545456,강서구,서울특별시 강서구 화곡동 668-10,37.53521949,126.83985359999998,259,466.146,194.64,171.38,832.166
425,V02Q1940871,27.03504273504273,4410.4358974358975,0.15470085470085473,성동구,서울특별시 성동구 마장동 450-65,37.57114665,127.037106,403,528.409,160.07999999999998,142.53799999999998,831.027
585,V02Q1940268,28.062790697674412,3870.255813953489,0.11395348837209306,서초구,서울특별시 서초구 반포동 2-12,37.50661107,126.9924396,563,587.917,121.67999999999999,121.429,831.026
496,V02Q1940393,27.212264150943398,3971.537735849056,0.1386792452830188,광진구,서울특별시 광진구 자양동 520-2,37.53348826,127.0730061,474,563.673,143.04,124.146,830.8589999999999
515,V02Q1940259,27.188793103448265,4149.5258620689665,0.1336206896551724,양천구,서울특별시 양천구 목동 813,37.5339278,126.8637928,493,559.816,138.48,131.879,830.1750000000001
363,V02Q1940773,26.91826923076923,4841.875,0.1740384615384616,양천구,서울특별시 양천구 신정동 881-8,37.52856046,126.8591755,341,499.206,174.95999999999998,155.078,829.2439999999999
348,V02Q1940112,26.878571428571423,5137.241071428572,0.17857142857142866,성동구,서울특별시 성동구 송정동 92-29,37.55650451,127.0711935,326,486.533,178.56,164.065,829.1580000000001
461,V02Q1940319,27.11842105263156,4102.456140350877,0.1464912280701754,동작구,서울특별시 동작구 상도동 188-42,37.50119264,126.9369607,439,547.6940000000001,151.44,129.998,829.1320000000001
330,V02Q1940555,26.870642201834865,5053.11009174312,0.18532110091743115,관악구,서울특별시 관악구 봉천동 738-360,37.48547764,126.9474934,308,483.778,182.88,161.34799999999998,828.006
376,V02Q1940487,26.96116504854368,4429.0,0.16893203883495148,서대문구,서울특별시 서대문구 북아현동 1002,37.55886948,126.9590045,354,511.879,171.84,143.792,827.5110000000001
