기관 명,송신 서버 번호,데이터 번호,모델명,시리얼,구분,초미세먼지(㎍/㎥),미세먼지(㎍/㎥),기온(℃),상대습도( %),풍향(°),풍속(m/s),돌풍 풍향(°),돌풍 풍속(m/s),조도(lux),자외선(UVI),소음(dB),진동_x(g),진동_y(g),진동_z(g),진동_x 최대(g),진동_y 최대(g),진동_z 최대(g),흑구 운도(℃),초미세먼지 보정(㎍/㎥),미세먼지 보정(㎍/㎥),전송시간,등록일자
서울시,48,1,SDOT001,OC3CL200194,1,9,14,19.6,100,,,,,,,67,,,,,,,,12,19,2.02E+11,07:09.0
서울시,48,1,SDOT001,OC3CL200198,1,8,12,19.6,100,,,,,,,57,,,,,,,,7,12,2.02E+11,07:09.0
서울시,48,1,SDOT001,OC3CL200192,1,5,8,19.1,100,,,,,,,61,,,,,,,,4,6,2.02E+11,07:09.0
서울시,48,1,SDOT001,OC3CL200173,1,8,12,20.1,86,,,,,,,35,0.01,0.07,1.05,0.07,0.12,1.13,,14,21,2.02E+11,07:08.0
서울시,48,1,SDOT001,OC3CL200191,1,13,20,19.4,100,,,,,,,54,,,,,,,,9,13,2.02E+11,07:08.0
서울시,48,1,SDOT001,OC3CL200190,1,6,9,19.5,100,,,,,,,65,,,,,,,,7,11,2.02E+11,07:08.0
서울시,48,1,SDOT001,OC3CL200188,1,8,11,19.5,100,,,,,,,65,,,,,,,,6,11,2.02E+11,07:08.0
서울시,48,1,SDOT001,OC3CL200189,1,6,9,19.6,100,,,,,,,63,,,,,,,,9,12,2.02E+11,07:08.0
서울시,48,1,SDOT001,OC3CL200187,1,15,22,19.4,100,,,,,,,66,,,,,,,,12,19,2.02E+11,07:08.0
서울시,48,1,SDOT001,OC3CL200186,1,9,13,-40,100,,,,,,,58,,,,,,,,11,12,2.02E+11,07:08.0
서울시,48,1,SDOT001,OC3CL200185,1,8,11,19.9,92,,,,,,,56,,,,,,,,8,11,2.02E+11,07:08.0
서울시,48,1,SDOT001,OC3CL200184,1,8,12,19.9,100,,,,,,,54,,,,,,,,11,13,2.02E+11,07:08.0
서울시,48,1,SDOT001,OC3CL200182,1,10,15,19.6,100,,,,,,,57,,,,,,,,14,18,2.02E+11,07:08.0
서울시,48,1,SDOT001,OC3CL200178,1,7,11,19.7,93,,,,,,,62,,,,,,,,8,9,2.02E+11,07:08.0
서울시,48,1,SDOT001,OC3CL200181,1,8,12,19.9,100,,,,,,,60,,,,,,,,10,14,2.02E+11,07:08.0
서울시,48,1,SDOT001,OC3CL200183,1,7,11,19.5,100,,,,,,,56,,,,,,,,10,18,2.02E+11,07:08.0
서울시,48,1,SDOT001,OC3CL200180,1,9,13,19.4,98,,,,,,,61,,,,,,,,11,14,2.02E+11,07:08.0
서울시,48,1,SDOT001,OC3CL200179,1,7,11,-40,100,,,,,,,59,,,,,,,,7,8,2.02E+11,07:08.0
서울시,48,1,SDOT001,OC3CL200175,1,4,6,20,100,,,,,,,60,,,,,,,,5,11,2.02E+11,07:08.0
서울시,48,1,SDOT001,OC3CL200177,1,7,11,19.8,100,,,,,,,53,,,,,,,,7,9,2.02E+11,07:08.0
서울시,48,1,SDOT001,OC3CL200176,1,6,10,19.6,100,,,,,,,64,,,,,,,,7,10,2.02E+11,07:08.0
서울시,48,1,SDOT001,OC3CL200174,1,6,10,20.3,100,,,,,,,71,0.02,0.07,0.99,0.06,0.14,1.09,,6,9,2.02E+11,07:08.0
서울시,48,1,SDOT001,OC3CL200172,1,6,10,20,90,,,,,,,69,0.04,0.02,1.08,0.1,0.12,1.16,,9,14,2.02E+11,07:08.0
서울시,48,1,SDOT001,OC3CL200152,1,8,13,20,100,351,0.1,173,0.8,,,60,,,,,,,,6,9,2.02E+11,07:07.0
서울시,48,1,SDOT001,OC3CL200169,1,5,9,18.8,100,,,,,,,67,0.03,0.02,1.03,0.08,0.07,1.1,,6,13,2.02E+11,07:07.0
서울시,48,1,SDOT001,OC3CL200170,1,5,8,20.4,100,,,,,,,70,0.02,0.02,1.01,0.07,0.15,1.12,,3,9,2.02E+11,07:07.0
서울시,48,1,SDOT001,OC3CL200171,1,4,8,19.7,100,,,,,,,64,0.01,0.02,1.03,0.06,0.1,1.12,,4,10,2.02E+11,07:07.0
서울시,48,1,SDOT001,OC3CL200167,1,8,12,19.7,91,,,,,,,64,0.03,0.03,1.13,0.08,0.14,1.21,,12,16,2.02E+11,07:07.0
서울시,48,1,SDOT001,OC3CL200168,1,8,12,-40,93,,,,,,,68,0.02,0.08,1.04,0.07,0.15,1.11,,6,8,2.02E+11,07:07.0
서울시,48,1,SDOT001,OC3CL200166,1,7,11,19.4,100,,,,,,,59,0.02,0.02,0.98,0.07,0.14,1.08,,7,10,2.02E+11,07:07.0
서울시,48,1,SDOT001,OC3CL200165,1,3,6,20.3,100,,,,,,,66,0.01,0.02,1.1,0.06,0.14,1.18,,5,9,2.02E+11,07:07.0
서울시,48,1,SDOT001,OC3CL200164,1,7,10,19.8,100,,,,,,,69,0.01,0.02,1.03,0.07,0.14,1.14,,8,13,2.02E+11,07:07.0
서울시,48,1,SDOT001,OC3CL200160,1,7,11,19.5,100,,,,,,,67,0.01,0.02,0.98,0.05,0.12,1.09,,9,15,2.02E+11,07:07.0
서울시,48,1,SDOT001,OC3CL200162,1,6,10,19,93,,,,,,,42,0.01,0.05,1.01,0.05,0.11,1.11,,7,14,2.02E+11,07:07.0
서울시,48,1,SDOT001,OC3CL200155,1,6,10,20.5,100,,,,,,,69,0.01,0.02,1.06,0.05,0.15,1.13,,3,8,2.02E+11,07:07.0
서울시,48,1,SDOT001,OC3CL200163,1,15,24,19.3,100,,,,,,,35,0.01,0.02,1.12,0.05,0.13,1.23,,12,24,2.02E+11,07:07.0
서울시,48,1,SDOT001,OC3CL200153,1,9,14,19.1,100,34,0.6,94.6,1.6,,,59,,,,,,,,6,9,2.02E+11,07:07.0
서울시,48,1,SDOT001,OC3CL200161,1,7,11,19.5,100,,,,,,,68,0.09,0.14,1,0.14,0.19,1.1,,10,16,2.02E+11,07:07.0
서울시,48,1,SDOT001,OC3CL200156,1,15,22,19.6,100,,,,,,,35,0.1,0.06,1.02,0.16,0.11,1.1,,8,15,2.02E+11,07:07.0
서울시,48,1,SDOT001,OC3CL200158,1,3,5,20.1,100,,,,,,,62,0.07,0.07,1.09,0.13,0.14,1.17,,5,10,2.02E+11,07:07.0
서울시,48,1,SDOT001,OC3CL200157,1,4,8,19.9,100,,,,,,,68,0.01,0.18,1,0.05,0.22,1.12,,5,12,2.02E+11,07:07.0
서울시,48,1,SDOT001,OC3CL200154,1,8,12,17.8,100,282,0.1,245,0.8,,,69,,,,,,,,4,9,2.02E+11,07:07.0
서울시,48,1,SDOT001,OC3CL200159,1,7,10,19.1,100,,,,,,,67,0.03,0.05,1.05,0.09,0.12,1.11,,4,7,2.02E+11,07:07.0
서울시,48,1,SDOT001,OC3CL200132,1,8,13,18.8,100,,,,,,,52,,,,,,,,10,21,2.02E+11,07:06.0
서울시,48,1,SDOT001,OC3CL200151,1,6,9,-40,100,312,0.6,303,1.3,,,51,,,,,,,,6,12,2.02E+11,07:06.0
서울시,48,1,SDOT001,OC3CL200148,1,9,13,19.6,100,99,1.4,112,2.5,,,61,,,,,,,,7,7,2.02E+11,07:06.0
서울시,48,1,SDOT001,OC3CL200150,1,8,12,19.9,100,107,0.8,105,1.6,,,63,,,,,,,,7,10,2.02E+11,07:06.0
서울시,48,1,SDOT001,OC3CL200149,1,8,12,20.3,100,84,0.3,142,1.4,,,61,,,,,,,,5,8,2.02E+11,07:06.0
서울시,48,1,SDOT001,OC3CL200147,1,7,10,19.7,100,29,0.4,96.5,1.1,,,62,,,,,,,,4,7,2.02E+11,07:06.0
서울시,48,1,SDOT001,OC3CL200146,1,10,16,18.8,100,325,0.2,264,0.7,,,55,,,,,,,,7,8,2.02E+11,07:06.0
서울시,48,1,SDOT001,OC3CL200145,1,7,11,19.8,100,325,0.2,236,0.7,,,42,,,,,,,,7,16,2.02E+11,07:06.0
서울시,48,1,SDOT001,OC3CL200141,1,4,6,20.1,100,21,0.5,54.3,1,,,64,,,,,,,,5,10,2.02E+11,07:06.0
서울시,48,1,SDOT001,OC3CL200142,1,7,12,19.9,100,190,0.6,192,1.9,,,74,,,,,,,,7,12,2.02E+11,07:06.0
서울시,48,1,SDOT001,OC3CL200143,1,6,9,18.4,100,52,0.3,58.1,0.7,,,51,,,,,,,,6,8,2.02E+11,07:06.0
서울시,48,1,SDOT001,OC3CL200137,1,6,10,19.6,100,218,0.4,217,0.9,,,56,,,,,,,,11,15,2.02E+11,07:06.0
서울시,48,1,SDOT001,OC3CL200144,1,6,9,19.9,100,345,0.1,161,0.6,,,57,,,,,,,,6,12,2.02E+11,07:06.0
서울시,48,1,SDOT001,OC3CL200140,1,5,8,18.9,100,259,0.1,229,0,,,51,,,,,,,,5,15,2.02E+11,07:06.0
서울시,48,1,SDOT001,OC3CL200139,1,6,9,19.6,100,16,0.7,122,1.7,,,62,,,,,,,,7,10,2.02E+11,07:06.0
서울시,48,1,SDOT001,OC3CL200134,1,7,10,20.1,100,,,,,,,53,,,,,,,,10,16,2.02E+11,07:06.0
서울시,48,1,SDOT001,OC3CL200136,1,8,12,20.1,100,175,0.1,199,0.7,,,54,,,,,,,,13,22,2.02E+11,07:06.0
서울시,48,1,SDOT001,OC3CL200138,1,48,69,-40,87,278,0.4,234,1.8,,,59,,,,,,,,34,49,2.02E+11,07:06.0
서울시,48,1,SDOT001,OC3CL200135,1,4,7,20.1,100,99,0.1,102,0.2,,,61,,,,,,,,5,10,2.02E+11,07:06.0
서울시,48,1,SDOT001,OC3CL200133,1,7,11,19.7,100,,,,,,,52,,,,,,,,7,12,2.02E+11,07:06.0
서울시,48,1,SDOT001,OC3CL200124,1,6,9,19.5,100,,,,,,,51,,,,,,,,9,16,2.02E+11,07:05.0
서울시,48,1,SDOT001,OC3CL200129,1,9,14,19.5,100,,,,,,,55,,,,,,,,8,12,2.02E+11,07:05.0
서울시,48,1,SDOT001,OC3CL200131,1,4,6,19.8,100,,,,,,,65,,,,,,,,6,10,2.02E+11,07:05.0
서울시,48,1,SDOT001,OC3CL200130,1,12,18,19.6,100,,,,,,,55,,,,,,,,9,16,2.02E+11,07:05.0
서울시,48,1,SDOT001,OC3CL200125,1,2,4,19.7,100,,,,,,,55,,,,,,,,4,7,2.02E+11,07:05.0
서울시,48,1,SDOT001,OC3CL200127,1,11,16,19.9,100,,,,,,,71,,,,,,,,13,19,2.02E+11,07:05.0
서울시,48,1,SDOT001,OC3CL200128,1,5,9,18.9,100,,,,,,,51,,,,,,,,8,17,2.02E+11,07:05.0
서울시,48,1,SDOT001,OC3CL200123,1,2,4,20.5,100,,,,,,,69,,,,,,,,4,9,2.02E+11,07:05.0
서울시,48,1,SDOT001,OC3CL200126,1,12,18,19.4,100,,,,,,,69,,,,,,,,12,17,2.02E+11,07:05.0
서울시,48,1,SDOT001,OC3CL200122,1,8,12,19.6,97,,,,,,,57,,,,,,,,11,19,2.02E+11,07:05.0
서울시,48,1,SDOT001,OC3CL200118,1,6,9,20,100,,,,,,,50,,,,,,,,8,13,2.02E+11,07:05.0
서울시,48,1,SDOT001,OC3CL200121,1,6,10,19.9,100,,,,,,,55,,,,,,,,10,19,2.02E+11,07:05.0
서울시,48,1,SDOT001,OC3CL200119,1,6,11,20.3,100,,,,,,,59,,,,,,,,9,16,2.02E+11,07:05.0
서울시,48,1,SDOT001,OC3CL200120,1,8,11,19.9,100,,,,,,,51,,,,,,,,11,16,2.02E+11,07:05.0
서울시,48,1,SDOT001,OC3CL200116,1,7,10,19.4,94,,,,,,,55,,,,,,,,8,13,2.02E+11,07:05.0
서울시,48,1,SDOT001,OC3CL200117,1,4,7,19.7,100,,,,,,,54,,,,,,,,6,11,2.02E+11,07:05.0
서울시,48,1,SDOT001,OC3CL200115,1,7,12,19.6,100,,,,,,,49,,,,,,,,8,12,2.02E+11,07:05.0
서울시,48,1,SDOT001,OC3CL200114,1,6,9,20,100,,,,,,,54,,,,,,,,6,12,2.02E+11,07:05.0
서울시,48,1,SDOT001,OC3CL200113,1,9,13,18.9,100,,,,,,,52,,,,,,,,7,11,2.02E+11,07:05.0
서울시,48,1,SDOT001,OC3CL200112,1,6,9,19.7,100,,,,,,,50,,,,,,,,6,9,2.02E+11,07:05.0
서울시,48,1,SDOT001,OC3CL200092,1,4,7,19.9,100,,,,,,,40,,,,,,,,4,10,2.02E+11,07:04.0
서울시,48,1,SDOT001,OC3CL200111,1,5,8,19.3,100,,,,,,,50,,,,,,,,7,11,2.02E+11,07:04.0
서울시,48,1,SDOT001,OC3CL200108,1,6,10,20.1,100,,,,,,,56,,,,,,,,4,8,2.02E+11,07:04.0
서울시,48,1,SDOT001,OC3CL200110,1,3,5,20.1,100,,,,,,,63,,,,,,,,3,10,2.02E+11,07:04.0
서울시,48,1,SDOT001,OC3CL200109,1,7,10,19.5,97,,,,,,,52,,,,,,,,9,11,2.02E+11,07:04.0
서울시,48,1,SDOT001,OC3CL200105,1,4,6,20.4,100,,,,,,,51,,,,,,,,7,12,2.02E+11,07:04.0
서울시,48,1,SDOT001,OC3CL200106,1,3,5,20.8,100,,,,,,,52,,,,,,,,5,9,2.02E+11,07:04.0
서울시,48,1,SDOT001,OC3CL200102,1,4,7,20.6,100,,,,,,,52,,,,,,,,3,9,2.02E+11,07:04.0
서울시,48,1,SDOT001,OC3CL200107,1,4,6,20.9,100,,,,,,,49,,,,,,,,4,6,2.02E+11,07:04.0
서울시,48,1,SDOT001,OC3CL200104,1,9,14,22.1,95,,,,,,,60,,,,,,,,11,18,2.02E+11,07:04.0
서울시,48,1,SDOT001,OC3CL200101,1,7,11,20.2,100,,,,,,,60,,,,,,,,5,12,2.02E+11,07:04.0
서울시,48,1,SDOT001,OC3CL200103,1,4,6,19.9,100,,,,,,,56,,,,,,,,5,11,2.02E+11,07:04.0
서울시,48,1,SDOT001,OC3CL200100,1,6,10,18.9,100,,,,,,,52,,,,,,,,9,12,2.02E+11,07:04.0
서울시,48,1,SDOT001,OC3CL200093,1,5,8,20.5,100,,,,,,,55,,,,,,,,7,13,2.02E+11,07:04.0
서울시,48,1,SDOT001,OC3CL200099,1,4,7,20.5,100,,,,,,,53,,,,,,,,5,12,2.02E+11,07:04.0
서울시,48,1,SDOT001,OC3CL200097,1,4,7,20,100,,,,,,,48,,,,,,,,5,10,2.02E+11,07:04.0
서울시,48,1,SDOT001,OC3CL200098,1,4,7,19.7,100,,,,,,,58,,,,,,,,5,9,2.02E+11,07:04.0
서울시,48,1,SDOT001,OC3CL200095,1,5,7,20.3,100,,,,,,,53,,,,,,,,7,10,2.02E+11,07:04.0
서울시,48,1,SDOT001,OC3CL200096,1,6,9,20.3,100,,,,,,,58,,,,,,,,10,13,2.02E+11,07:04.0
서울시,48,1,SDOT001,OC3CL200094,1,4,7,20.2,100,,,,,,,55,,,,,,,,7,11,2.02E+11,07:04.0
서울시,48,1,SDOT001,OC3CL200072,1,6,10,19.2,100,,,,,,,52,,,,,,,,5,11,2.02E+11,07:03.0
서울시,48,1,SDOT001,OC3CL200091,1,3,5,20.8,100,,,,,,,49,,,,,,,,5,7,2.02E+11,07:03.0
서울시,48,1,SDOT001,OC3CL200090,1,4,7,21.5,100,,,,,,,60,,,,,,,,6,10,2.02E+11,07:03.0
서울시,48,1,SDOT001,OC3CL200088,1,9,13,19.4,100,,,,,2,,50,,,,,,,,10,17,2.02E+11,07:03.0
서울시,48,1,SDOT001,OC3CL200089,1,8,12,19,100,,,,,0,,52,,,,,,,,9,24,2.02E+11,07:03.0
서울시,48,1,SDOT001,OC3CL200086,1,10,15,19.4,100,,,,,0,,55,,,,,,,,6,8,2.02E+11,07:03.0
서울시,48,1,SDOT001,OC3CL200084,1,6,10,20.1,100,,,,,0,,55,,,,,,,,5,12,2.02E+11,07:03.0
서울시,48,1,SDOT001,OC3CL200085,1,5,8,19.9,100,,,,,0,,56,,,,,,,,4,9,2.02E+11,07:03.0
서울시,48,1,SDOT001,OC3CL200087,1,8,11,19.3,94,,,,,0,,60,,,,,,,,9,9,2.02E+11,07:03.0
서울시,48,1,SDOT001,OC3CL200082,1,5,8,19.7,100,,,,,0,,55,,,,,,,,9,11,2.02E+11,07:03.0
서울시,48,1,SDOT001,OC3CL200083,1,4,6,19.5,100,,,,,0,,61,,,,,,,,7,10,2.02E+11,07:03.0
서울시,48,1,SDOT001,OC3CL200081,1,4,6,-40,99,,,,,0,,58,,,,,,,,4,8,2.02E+11,07:03.0
서울시,48,1,SDOT001,OC3CL200079,1,7,10,19.9,100,,,,,,,64,,,,,,,,9,13,2.02E+11,07:03.0
서울시,48,1,SDOT001,OC3CL200080,1,4,7,19.5,100,,,,,0,,60,,,,,,,,3,13,2.02E+11,07:03.0
서울시,48,1,SDOT001,OC3CL200077,1,5,9,20.6,100,,,,,,,68,,,,,,,,4,10,2.02E+11,07:03.0
서울시,48,1,SDOT001,OC3CL200076,1,4,6,19.5,100,,,,,,,65,,,,,,,,7,9,2.02E+11,07:03.0
서울시,48,1,SDOT001,OC3CL200078,1,4,6,20.5,100,,,,,,,65,,,,,,,,4,11,2.02E+11,07:03.0
서울시,48,1,SDOT001,OC3CL200075,1,5,8,19.9,100,,,,,,,70,,,,,,,,5,12,2.02E+11,07:03.0
서울시,48,1,SDOT001,OC3CL200074,1,4,6,20.8,100,,,,,,,65,,,,,,,,4,9,2.02E+11,07:03.0
서울시,48,1,SDOT001,OC3CL200073,1,2,4,20.2,100,,,,,,,64,,,,,,,,3,5,2.02E+11,07:03.0
서울시,48,1,SDOT001,OC3CL200064,1,9,13,19.6,100,,,,,0,0.4,47,,,,,,,,9,12,2.02E+11,07:02.0
서울시,48,1,SDOT001,OC3CL200071,1,3,6,20.5,100,,,,,,,64,,,,,,,,6,10,2.02E+11,07:02.0
서울시,48,1,SDOT001,OC3CL200070,1,4,7,20.6,100,,,,,,,58,,,,,,,,4,9,2.02E+11,07:02.0
서울시,48,1,SDOT001,OC3CL200068,1,7,10,19.9,100,,,,,0,1.3,60,,,,,,,,8,12,2.02E+11,07:02.0
서울시,48,1,SDOT001,OC3CL200069,1,3,6,20.3,100,,,,,0,0,54,,,,,,,,3,6,2.02E+11,07:02.0
서울시,48,1,SDOT001,OC3CL200067,1,8,12,19.9,100,,,,,0,1.3,55,,,,,,,,9,12,2.02E+11,07:02.0
서울시,48,1,SDOT001,OC3CL200066,1,7,11,19.9,100,,,,,0,0,53,,,,,,,,9,13,2.02E+11,07:02.0
서울시,48,1,SDOT001,OC3CL200065,1,5,8,18.8,100,,,,,0,0,51,,,,,,,,7,14,2.02E+11,07:02.0
서울시,48,1,SDOT001,OC3CL200063,1,6,10,19.7,100,,,,,0,0,66,,,,,,,,8,18,2.02E+11,07:02.0
서울시,48,1,SDOT001,OC3CL200062,1,4,6,20.1,100,,,,,90,0,52,,,,,,,,5,8,2.02E+11,07:02.0
서울시,48,1,SDOT001,OC3CL200058,1,5,8,20.2,100,,,,,,,61,,,,,,,,8,14,2.02E+11,07:02.0
서울시,48,1,SDOT001,OC3CL200060,1,3,5,19.2,100,,,,,0,1.3,55,,,,,,,,4,9,2.02E+11,07:02.0
서울시,48,1,SDOT001,OC3CL200059,1,7,11,19.8,100,,,,,,,66,,,,,,,,8,9,2.02E+11,07:02.0
서울시,48,1,SDOT001,OC3CL200061,1,7,11,18.8,100,,,,,0,0,48,,,,,,,,11,18,2.02E+11,07:02.0
서울시,48,1,SDOT001,OC3CL200055,1,4,7,20,100,,,,,,,67,,,,,,,,6,10,2.02E+11,07:02.0
서울시,48,1,SDOT001,OC3CL200057,1,6,9,19.9,100,,,,,,,57,,,,,,,,8,13,2.02E+11,07:02.0
서울시,48,1,SDOT001,OC3CL200056,1,6,9,19,100,,,,,,,65,,,,,,,,9,17,2.02E+11,07:02.0
서울시,48,1,SDOT001,OC3CL200054,1,7,11,20.2,100,,,,,,,53,,,,,,,,8,18,2.02E+11,07:02.0
서울시,48,1,SDOT001,OC3CL200052,1,6,9,20.1,100,,,,,,,61,,,,,,,,12,13,2.02E+11,07:02.0
서울시,48,1,SDOT001,OC3CL200053,1,7,10,-40,100,,,,,,,54,,,,,,,,9,17,2.02E+11,07:02.0
서울시,48,1,SDOT001,OC3CL200032,1,7,11,19.9,100,,,,,,,57,,,,,,,,7,13,2.02E+11,07:01.0
서울시,48,1,SDOT001,OC3CL200051,1,6,10,20.3,100,,,,,,,38,,,,,,,,9,13,2.02E+11,07:01.0
서울시,48,1,SDOT001,OC3CL200049,1,7,10,19.4,100,,,,,,,57,,,,,,,,12,15,2.02E+11,07:01.0
서울시,48,1,SDOT001,OC3CL200048,1,8,12,20.6,100,,,,,,,56,,,,,,,,11,17,2.02E+11,07:01.0
서울시,48,1,SDOT001,OC3CL200047,1,10,15,19.9,100,,,,,,,55,,,,,,,,12,18,2.02E+11,07:01.0
서울시,48,1,SDOT001,OC3CL200050,1,7,11,19.5,100,,,,,,,54,,,,,,,,8,15,2.02E+11,07:01.0
서울시,48,1,SDOT001,OC3CL200042,1,9,13,20.1,100,,,,,,,41,,,,,,,,9,9,2.02E+11,07:01.0
서울시,48,1,SDOT001,OC3CL200045,1,8,12,18.9,92,,,,,,,54,,,,,,,,15,20,2.02E+11,07:01.0
서울시,48,1,SDOT001,OC3CL200046,1,7,10,20.3,100,,,,,,,69,,,,,,,,11,13,2.02E+11,07:01.0
서울시,48,1,SDOT001,OC3CL200043,1,7,10,19.6,100,,,,,,,66,,,,,,,,9,10,2.02E+11,07:01.0
서울시,48,1,SDOT001,OC3CL200044,1,11,17,20.5,100,,,,,,,58,,,,,,,,12,18,2.02E+11,07:01.0
서울시,48,1,SDOT001,OC3CL200039,1,7,11,19.5,100,,,,,,,50,,,,,,,,7,12,2.02E+11,07:01.0
서울시,48,1,SDOT001,OC3CL200037,1,7,11,19.5,100,,,,,,,49,,,,,,,,12,18,2.02E+11,07:01.0
서울시,48,1,SDOT001,OC3CL200040,1,7,10,19.2,100,,,,,,,50,,,,,,,,8,14,2.02E+11,07:01.0
서울시,48,1,SDOT001,OC3CL200035,1,5,8,20.2,100,,,,,,,70,,,,,,,,4,7,2.02E+11,07:01.0
서울시,48,1,SDOT001,OC3CL200036,1,6,9,19.8,100,,,,,,,60,,,,,,,,5,7,2.02E+11,07:01.0
서울시,48,1,SDOT001,OC3CL200041,1,7,12,20.2,100,,,,,,,68,,,,,,,,11,15,2.02E+11,07:01.0
서울시,48,1,SDOT001,OC3CL200034,1,9,14,20.3,100,,,,,,,65,,,,,,,,9,16,2.02E+11,07:01.0
서울시,48,1,SDOT001,OC3CL200038,1,9,13,19.4,100,,,,,,,48,,,,,,,,9,15,2.02E+11,07:01.0
서울시,48,1,SDOT001,OC3CL200033,1,4,6,19.9,100,,,,,,,55,,,,,,,,4,10,2.02E+11,07:01.0
서울시,48,1,SDOT001,OC3CL200016,1,5,8,20.6,100,,,,,,0,39,,,,,,,19.9,8,14,2.02E+11,07:00.0
서울시,48,1,SDOT001,OC3CL200031,1,7,11,19.8,100,,,,,,,52,,,,,,,,4,6,2.02E+11,07:00.0
서울시,48,1,SDOT001,OC3CL200029,1,9,14,20.5,100,,,,,,,60,,,,,,,,10,19,2.02E+11,07:00.0
서울시,48,1,SDOT001,OC3CL200030,1,7,11,19.7,100,,,,,,,59,,,,,,,,11,16,2.02E+11,07:00.0
서울시,48,1,SDOT001,OC3CL200028,1,9,13,20.3,100,,,,,,,56,,,,,,,,14,20,2.02E+11,07:00.0
서울시,48,1,SDOT001,OC3CL200027,1,7,10,19.9,100,,,,,,,66,,,,,,,,9,11,2.02E+11,07:00.0
서울시,48,1,SDOT001,OC3CL200026,1,6,9,19.8,96,,,,,,,63,,,,,,,,8,11,2.02E+11,07:00.0
서울시,48,1,SDOT001,OC3CL200011,1,6,9,21.6,88,,,,,,1.3,45,,,,,,,19.7,8,13,2.02E+11,07:00.0
서울시,48,1,SDOT001,OC3CL200025,1,10,15,19.9,93,,,,,,,50,,,,,,,,11,13,2.02E+11,07:00.0
서울시,48,1,SDOT001,OC3CL200023,1,7,11,20.7,100,,,,,,,63,,,,,,,,10,19,2.02E+11,07:00.0
서울시,48,1,SDOT001,OC3CL200012,1,8,12,20.7,100,,,,,,0,61,,,,,,,20.1,8,16,2.02E+11,07:00.0
서울시,48,1,SDOT001,OC3CL200020,1,2,3,20,100,,,,,,,69,,,,,,,,3,6,2.02E+11,07:00.0
서울시,48,1,SDOT001,OC3CL200024,1,6,9,20.4,100,,,,,,,61,,,,,,,,3,8,2.02E+11,07:00.0
서울시,48,1,SDOT001,OC3CL200022,1,4,6,20.2,100,,,,,,,68,,,,,,,,5,11,2.02E+11,07:00.0
서울시,48,1,SDOT001,OC3CL200018,1,7,11,20.7,100,,,,,,0,50,,,,,,,20.1,7,13,2.02E+11,07:00.0
서울시,48,1,SDOT001,OC3CL200017,1,2,4,20.7,100,,,,,,0,64,,,,,,,20.1,3,7,2.02E+11,07:00.0
서울시,48,1,SDOT001,OC3CL200021,1,8,11,20.2,100,,,,,,,65,,,,,,,,4,11,2.02E+11,07:00.0
서울시,48,1,SDOT001,OC3CL200014,1,9,13,20.8,100,,,,,,1.3,52,,,,,,,20.1,11,16,2.02E+11,07:00.0
서울시,48,1,SDOT001,OC3CL200019,1,6,9,20.1,100,,,,,,0,58,,,,,,,19.5,7,10,2.02E+11,07:00.0
서울시,48,1,SDOT001,OC3CL200013,1,7,11,20.4,100,,,,,,0,48,,,,,,,19.8,10,18,2.02E+11,07:00.0
서울시,48,1,SDOT001,V02Q1941000,1,4,7,21,88,,,,,0,0,,,,,,,,,6,10,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1941015,1,1,3,21.3,86,,,,,0,0,,,,,,,,,2,5,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1941006,1,1,1,20.9,88,,,,,0,0,,,,,,,,,1,1,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1941013,1,0,0,21.4,92,,,,,0,0,,,,,,,,,0,0,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1940954,1,6,6,21.9,83,,,,,10,0,61,0.06,0.08,1.02,0.11,0.13,1.1,,8,10,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1940955,1,4,4,21.5,84,,,,,0,0,46,0.01,0.07,1.03,0.05,0.13,1.1,,5,6,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1940952,1,6,6,21.5,86,,,,,13,0,46,0.02,0.12,1.02,0.08,0.18,1.1,,8,8,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1940953,1,5,5,21.1,86,,,,,10,0,48,0.08,0.04,0.96,0.12,0.1,1.06,,5,9,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1940950,1,5,5,21.4,84,,,,,9,0,39,0.01,0.11,0.96,0.06,0.16,1.03,,6,7,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1940949,1,3,3,21.2,84,,,,,124,0,49,0.01,0.02,1.05,0.05,0.14,1.13,,5,4,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1940951,1,7,7,21,88,,,,,0,0,46,0.02,0.03,1,0.07,0.11,1.11,,9,14,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1940948,1,5,5,22.2,87,,,,,0,0,47,0.02,0.08,1.03,0.06,0.14,1.1,,9,8,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1940947,1,9,9,21.4,85,,,,,15,0,53,0.01,0.06,1.01,0.06,0.12,1.08,,11,15,2.02E+11,07:57.0
