기관 명,송신 서버 번호,데이터 번호,모델명,시리얼,구분,초미세먼지(㎍/㎥),미세먼지(㎍/㎥),기온(℃),상대습도( %),풍향(°),풍속(m/s),돌풍 풍향(°),돌풍 풍속(m/s),조도(lux),자외선(UVI),소음(dB),진동_x(g),진동_y(g),진동_z(g),진동_x 최대(g),진동_y 최대(g),진동_z 최대(g),흑구 운도(℃),초미세먼지 보정(㎍/㎥),미세먼지 보정(㎍/㎥),전송시간,등록일자
서울시,48,1,SDOT001,V02Q1940946,1,8,8,21,87,,,,,6,0,47,0.09,0.12,0.98,0.13,0.17,1.07,,8,10,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1940876,1,7,7,20.4,89,,,,,0,0,45,0.02,0.03,1.03,0.06,0.1,1.09,,13,13,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940944,1,5,5,21.8,82,,,,,0,0,45,0.01,0.11,1.03,0.05,0.17,1.1,,8,8,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940942,1,11,11,21.2,87,,,,,1,0,50,0.05,0.02,1.03,0.1,0.13,1.13,,11,15,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940945,1,8,8,21.6,86,,,,,4,0,49,0.02,0.08,1.01,0.07,0.14,1.1,,8,12,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940888,1,8,8,22,81,,,,,0,0,48,0.02,0.02,1.01,0.09,0.14,1.11,,7,11,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940943,1,4,4,21.1,85,,,,,2,0,40,0.02,0.07,1.04,0.08,0.13,1.1,,8,7,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940941,1,6,6,21.6,84,,,,,0,0,58,0.01,0.17,1.04,0.05,0.21,1.12,,6,10,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940935,1,15,15,22.1,82,,,,,0,0,,,,,,,,,15,15,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940889,1,5,5,21.5,80,,,,,0,0,42,0.01,0.05,1,0.06,0.14,1.11,,7,7,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940886,1,8,8,22.8,78,,,,,0,0,46,0.04,0.09,1.04,0.09,0.15,1.11,,9,15,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940885,1,3,3,20.9,84,,,,,4,0,46,0.06,0.02,1,0.1,0.11,1.1,,6,7,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940884,1,10,10,21.7,81,,,,,0,0,46,0.01,0.04,1.03,0.06,0.12,1.1,,9,13,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940887,1,3,3,21.6,85,,,,,0,0,55,0.09,0.09,1.05,0.17,0.16,1.15,,5,5,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940881,1,9,9,21.2,85,,,,,83,0,44,0.03,0.07,0.98,0.09,0.13,1.1,,10,17,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940883,1,8,8,21.5,86,,,,,0,0,44,0.01,0.1,1.01,0.06,0.15,1.09,,11,13,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940882,1,6,6,20.1,87,,,,,0,0,52,0.06,0.09,1.04,0.11,0.15,1.1,,8,11,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940880,1,5,8,20.4,89,,,,,0,0,56,0.03,0.05,1.01,0.08,0.11,1.09,,7,10,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940879,1,8,8,21.1,82,,,,,0,0,52,0.02,0.02,1.05,0.06,0.1,1.1,,7,11,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940878,1,3,3,20.8,87,126,0.3,130,0.9,0,0,46,0.01,0.06,1.03,0.05,0.12,1.1,,5,6,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940877,1,11,11,22.6,77,,,,,0,0,44,0.08,0.03,1.03,0.13,0.13,1.11,,12,20,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940856,1,9,9,20.9,87,,,,,0,0,51,0.01,0.02,1.06,0.05,0.11,1.12,,9,11,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940872,1,19,19,20.3,86,,,,,0,0,44,0.03,0.1,1.12,0.08,0.16,1.18,,21,35,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940869,1,5,5,21.1,86,,,,,0,0,49,0.01,0.11,1.09,0.06,0.17,1.15,19.4,8,8,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940870,1,4,4,21.7,85,,,,,0,0,45,0.02,0.04,1.02,0.08,0.1,1.09,20,7,7,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940874,1,11,11,21.3,88,,,,,0,0,47,0.03,0.02,1.01,0.08,0.12,1.1,,14,17,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940875,1,10,10,21.1,86,,,,,0,0,39,0.05,0.02,1,0.1,0.13,1.1,,11,15,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940873,1,4,4,21,88,,,,,0,0,42,0.02,0.02,1,0.07,0.14,1.09,,7,7,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940871,1,4,4,21.3,87,,,,,14,0,51,0.02,0.02,1.03,0.07,0.13,1.11,19.7,5,6,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940868,1,4,4,21.7,83,,,,,0,0,42,0.01,0.05,1.04,0.06,0.12,1.11,19.8,6,5,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940867,1,6,6,21,86,,,,,0,0,45,0.02,0.02,1.05,0.07,0.13,1.13,21.5,11,9,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940866,1,9,9,21.2,87,,,,,0,0,47,0.02,0.08,1.04,0.07,0.13,1.12,19.6,5,5,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940865,1,9,9,20.6,89,,,,,0,0,53,0.02,0.1,1.01,0.07,0.15,1.1,19.3,11,16,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940864,1,8,8,20.5,87,,,,,104,0,57,0.04,0.09,1,0.1,0.15,1.08,19.2,10,14,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940863,1,5,5,20.5,90,,,,,6,0,53,0.08,0.07,1.11,0.13,0.14,1.19,19.3,8,6,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940862,1,9,9,21.3,87,,,,,0,0,45,0.02,0.02,1.04,0.06,0.15,1.1,,9,12,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940861,1,11,11,20.6,88,,,,,20,0,52,0.02,0.03,1.06,0.07,0.11,1.13,19.3,13,15,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940860,1,8,8,22,82,,,,,0,0,47,0.02,0.1,1.05,0.06,0.16,1.11,,9,12,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940859,1,11,11,21.1,84,,,,,0,0,48,0.03,0.02,1.09,0.08,0.12,1.15,,12,15,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940858,1,6,6,21.4,87,,,,,39,0,50,0.02,0.03,1.03,0.07,0.12,1.11,,4,5,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940857,1,7,7,19.5,92,,,,,0,0,42,0.01,0.14,1.04,0.05,0.19,1.11,,14,14,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940846,1,4,4,21.4,83,,,,,40,0,39,0.02,0.05,1.04,0.07,0.11,1.1,,6,6,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940850,1,8,8,21,87,,,,,0,0,52,0.01,0.05,0.98,0.05,0.11,1.08,,10,12,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940854,1,8,8,22.7,82,,,,,0,0,45,0.04,0.13,1.04,0.09,0.19,1.11,,10,13,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940855,1,12,12,21.5,90,,,,,0,0,50,0.02,0.04,1.03,0.07,0.13,1.1,,13,16,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940851,1,4,4,21,85,,,,,0,0,46,0.04,0.13,1.07,0.1,0.19,1.14,,6,6,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940853,1,10,10,21.7,85,,,,,0,0,50,0.01,0.04,1.02,0.04,0.1,1.1,,9,11,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940852,1,11,11,20.8,87,,,,,0,0,48,0.01,0.06,1.04,0.05,0.13,1.11,,11,15,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940849,1,6,6,21.4,87,,,,,0,0,48,0.08,0.03,1,0.14,0.12,1.12,,8,10,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940847,1,3,3,21.9,85,,,,,0,0,55,0.02,0.04,1.03,0.08,0.12,1.12,,5,4,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940848,1,10,10,21.8,86,,,,,0,0,48,0.04,0.02,0.99,0.1,0.1,1.09,,11,18,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940845,1,3,3,23,77,,,,,0,0,42,0.01,0.12,1.07,0.05,0.17,1.14,,5,5,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940844,1,8,8,24.3,71,,,,,0,0,39,0.01,0.06,1.01,0.05,0.12,1.08,,10,14,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940843,1,9,9,22.5,79,,,,,0,0,41,0.04,0.11,1.01,0.09,0.16,1.1,,10,14,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940842,1,9,10,21.6,85,,,,,0,0,47,0.01,0.12,1.01,0.06,0.18,1.12,19.8,10,18,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940841,1,9,9,21,85,,,,,0,0,49,0.02,0.05,1,0.06,0.1,1.09,,11,16,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940839,1,7,7,22.9,78,,,,,2,0,47,0.02,0.03,1.07,0.07,0.12,1.13,,8,11,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940840,1,11,11,21.8,83,,,,,0,0,44,0.06,0.03,0.98,0.12,0.14,1.1,,12,19,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940837,1,3,3,20.6,86,,,,,0,0,44,0.12,0.03,1,0.17,0.12,1.09,,5,5,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940838,1,6,6,21.2,85,112,0.1,111,0.4,0,0,54,0.01,0.07,1.01,0.06,0.12,1.12,,8,9,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940836,1,6,6,20.8,88,148,0.2,150,0.9,353,0,54,0.01,0.16,1.08,0.05,0.2,1.15,,9,10,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940816,1,7,7,20.9,86,56,0.8,49.2,1.4,90,0,56,0.01,0.08,0.99,0.06,0.14,1.08,,8,9,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940835,1,8,8,20.9,88,,,,,0,0,50,0.04,0.08,1.01,0.1,0.13,1.11,,11,12,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940828,1,8,8,21.3,83,,,,,0,0,44,0.02,0.03,1.08,0.07,0.13,1.15,19.5,9,13,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940829,1,5,5,20.5,89,111,1.1,111,1.7,0,0,58,0.05,0.03,1,0.1,0.11,1.09,,8,8,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940834,1,5,9,20.8,86,,,,,0,0,52,0.01,0.04,0.96,0.06,0.12,1.04,,8,15,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940832,1,5,5,22.3,80,,,,,0,0,39,0.03,0.05,1.04,0.08,0.11,1.14,,6,9,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940833,1,13,13,20.8,90,140,0.1,145,0,0,0,55,0.01,0.04,1.01,0.06,0.13,1.11,,12,16,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940831,1,3,3,21.3,91,,,,,0,0,52,0.01,0.11,1.02,0.06,0.16,1.12,,5,4,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940830,1,7,7,20.9,85,42,0.3,128,0.9,0,0,52,0.01,0.07,1,0.06,0.14,1.09,,8,9,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940827,1,11,11,20.9,88,,,,,0,0,40,0.02,0.02,1.05,0.08,0.13,1.13,,11,15,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940826,1,8,8,20.8,87,,,,,0,0,59,0.03,0.03,1.05,0.09,0.13,1.1,,10,15,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940825,1,6,6,20.9,89,,,,,0,0,45,0.06,0.04,0.99,0.11,0.11,1.1,,8,12,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940824,1,4,4,20.6,87,117,1,134,1.6,0,0,52,0.01,0.13,1.03,0.05,0.18,1.1,,5,6,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940822,1,6,6,21.5,83,,,,,0,0,46,0.04,0.03,1.03,0.09,0.09,1.11,,8,11,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940823,1,12,12,21.6,80,,,,,0,0,43,0.07,0.02,1.06,0.13,0.13,1.13,,12,19,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940821,1,5,6,21.9,82,,,,,70,0,51,0.05,0.03,1.01,0.1,0.12,1.09,,6,9,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940820,1,6,6,21.2,87,,,,,1,0,57,0.01,0.02,1.05,0.06,0.12,1.13,,6,9,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940817,1,8,8,23.5,75,,,,,5,0,47,0.02,0.01,1.03,0.59,0.13,1.14,,5,10,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940819,1,5,5,22.2,80,,,,,0,0,45,0.04,0.02,1.05,0.09,0.11,1.13,,5,7,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940818,1,10,10,22.2,83,,,,,0,0,41,0.01,0.06,1.06,0.05,0.12,1.13,,12,17,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940799,1,5,5,21.9,80,,,,,0,0,40,0.02,0.1,1.06,0.07,0.16,1.11,,8,10,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940814,1,8,8,20.7,88,,,,,0,0,47,0.01,0.04,1.05,0.06,0.1,1.12,19.3,13,14,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940815,1,6,6,21.2,87,53,0.2,133,0.6,0,0,52,0.04,0.03,1.01,0.09,0.11,1.1,,8,13,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940812,1,7,7,22.1,79,15,0.1,139,0.2,0,0,57,0.04,0.09,1.05,0.09,0.14,1.12,,9,11,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940813,1,5,5,20.8,85,111,1.2,122,2.1,0,0,55,0.02,0.04,1.05,0.06,0.12,1.13,,8,9,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940811,1,9,9,21.2,87,,,,,6,0,52,0.04,0.07,1.03,0.11,0.14,1.09,,9,12,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940810,1,6,6,21.1,85,,,,,0,0,40,0.01,0.02,1.01,0.05,0.12,1.1,,9,9,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940809,1,5,5,20.5,88,,,,,8,0,50,0.01,0.02,1.01,0.05,0.09,1.1,,10,10,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940808,1,3,3,20.8,86,,,,,126,0,42,0.02,0.04,1.08,0.07,0.12,1.15,,5,5,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940807,1,10,10,23.1,77,,,,,0,0,49,0.06,0.07,1.05,0.12,0.13,1.12,,11,14,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940796,1,10,10,20.9,91,,,,,0,0,45,0.01,0.07,1.03,0.05,0.12,1.1,,10,12,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940805,1,9,9,20.6,90,,,,,0,0,54,0.01,0.01,1.03,0.06,0.13,1.11,,13,14,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940806,1,10,10,21.2,87,,,,,2,0,54,0.01,0.02,1,0.06,0.13,1.07,,12,18,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940804,1,4,4,19.9,93,,,,,0,16,50,0.03,0.06,1.08,0.09,0.12,1.14,19.1,7,9,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940803,1,4,4,21.2,84,,,,,4,0,51,0.02,0.02,1.08,0.08,0.14,1.14,,7,7,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940802,1,7,7,21.6,85,,,,,2,0,56,0.03,0.01,0.98,0.1,0.13,1.08,,12,11,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940801,1,11,11,21.2,90,,,,,1,0,49,0.01,0.04,1.06,0.05,0.13,1.12,,13,16,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940798,1,7,7,21.5,83,,,,,0,0,43,0.05,0.09,1,0.09,0.15,1.07,,9,14,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940800,1,5,5,21.4,84,,,,,10,0,55,0.02,0.08,0.99,0.08,0.15,1.12,,7,7,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940797,1,21,21,21.2,85,,,,,0,0,47,0.02,0.11,1.03,0.06,0.17,1.11,,17,23,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940786,1,6,10,21.1,85,,,,,0,0,52,0.02,0.13,0.99,0.08,0.18,1.09,,7,13,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940791,1,1,1,21.8,80,,,,,2,0,51,0.11,0.02,1.02,0.17,0.13,1.09,,3,2,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940795,1,8,8,21.1,86,,,,,0,0,47,0.01,0.04,1,0.05,0.11,1.08,,12,12,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940793,1,2,2,21.9,85,,,,,0,0,45,0.03,0.05,1.09,0.08,0.12,1.17,,4,4,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940792,1,5,5,20.9,87,,,,,0,0,47,0.02,0.02,1.08,0.07,0.11,1.15,,8,8,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940794,1,7,7,20.8,88,,,,,1,0,45,0.06,0.08,0.97,0.11,0.13,1.08,,10,12,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940790,1,3,3,21.4,84,,,,,1,0,42,0.01,0.04,0.98,0.05,0.12,1.1,,5,6,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940788,1,5,5,20.8,93,,,,,0,16,49,0.04,0.06,1.04,0.1,0.12,1.12,,7,9,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940789,1,3,5,20.7,89,,,,,0,0,46,0.07,0.04,1.01,0.1,0.1,1.12,,6,9,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940787,1,5,5,21.5,88,,,,,0,0,43,0.03,0.09,1.03,0.09,0.15,1.11,,7,7,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940785,1,3,6,21.2,84,,,,,0,0,55,0.13,0.05,1.08,0.17,0.12,1.15,,5,10,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940784,1,3,3,22,86,,,,,0,0,42,0.02,0.08,1.04,0.07,0.14,1.1,,4,5,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940783,1,4,5,21.1,85,,,,,56,0,45,0.01,0.1,1.01,0.06,0.15,1.12,,6,7,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940780,1,10,15,20.9,86,,,,,0,0,47,0.04,0.05,1.03,0.09,0.11,1.1,,11,18,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940781,1,6,6,20.8,87,,,,,0,0,43,0.01,0.14,1.01,0.05,0.19,1.09,,7,11,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940782,1,13,13,20.8,85,,,,,0,0,41,0.03,0.09,1,0.09,0.15,1.11,,11,14,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940779,1,7,7,20.3,88,,,,,0,0,51,0.03,0.03,1.05,0.08,0.11,1.12,,8,11,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940778,1,6,6,21,87,,,,,1,0,52,0.01,0.11,1.03,0.06,0.16,1.09,,11,9,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940777,1,27,27,20.4,90,,,,,0,0,47,0.05,0.02,1.01,0.1,0.13,1.09,,21,29,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940776,1,5,5,20.9,91,,,,,270,0,55,0.02,0.02,1,0.08,0.15,1.11,,9,9,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940756,1,7,7,21.7,83,,,,,2,0,56,0.02,0.12,1,0.07,0.17,1.09,,9,12,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940774,1,8,8,21.2,87,,,,,0,0,48,0.02,0.08,1.04,0.06,0.14,1.11,,11,14,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940775,1,4,4,21.8,83,,,,,0,0,51,0.01,0.05,1.06,0.05,0.13,1.13,,5,6,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940773,1,11,11,21.4,86,,,,,1,0,49,0.01,0.05,1.01,0.05,0.1,1.09,,12,14,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940772,1,6,6,21.8,83,,,,,7,0,53,0.02,0.04,1,0.08,0.11,1.1,,7,10,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940771,1,6,6,22.3,81,,,,,0,0,45,0.01,0.1,1.03,0.05,0.16,1.11,,10,12,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940770,1,5,5,21.6,86,,,,,1,0,46,0.02,0.06,1.07,0.07,0.13,1.13,,3,5,2.02E+11,07:50.0
