"STDR_YM_CD(기준_년월_코드)","RD_LINK_ID(도로링크_ID)","SIGNGU_CD(시군구코드)","ADSTRD_CD(행정동코드)","DAYWEEK_CD(요일코드)","AGRDE_CD(연령대코드)","TMZON_CD(시간대코드)","FLPOP_CO(유동인구_수)"
"201612","6884","11320","11320511","1","30","03",14.3321666666667
"201612","6884","11320","11320511","1","30","04",16.3259166666667
"201612","6884","11320","11320511","1","30","05",21.987
"201612","6884","11320","11320511","1","30","06",8.13183333333333
"201612","6884","11320","11320511","1","40","00",94.8678333333333
"201612","6884","11320","11320511","1","40","01",0
"201612","6884","11320","11320511","1","40","02",13.88825
"201612","6884","11320","11320511","1","40","03",19.73725
"201612","6884","11320","11320511","1","40","04",22.58725
"201612","6884","11320","11320511","1","40","05",29.12375
"201612","6884","11320","11320511","1","40","06",9.53133333333333
"201612","6884","11320","11320511","1","50","00",97.9930833333333
"201612","6884","11320","11320511","1","50","01",0
"201612","6884","11320","11320511","1","50","02",14.7048333333333
"201612","6884","11320","11320511","1","50","03",21.3909166666667
"201612","6884","11320","11320511","1","50","04",24.0374166666667
"201612","6884","11320","11320511","1","50","05",28.8545
"201612","6884","11320","11320511","1","50","06",9.00541666666667
"201612","6884","11320","11320511","1","60","00",58.469
"201612","6884","11320","11320511","1","60","01",0
"201612","6884","11320","11320511","1","60","02",8.86016666666667
"201612","6884","11320","11320511","1","60","03",15.9710833333333
"201612","6884","11320","11320511","1","60","04",16.978
"201612","6884","11320","11320511","1","60","05",15.2803333333333
"201612","6884","11320","11320511","1","60","06",1.37941666666667
"201612","6884","11320","11320511","2","00","00",291.842708333333
"201612","6884","11320","11320511","2","00","01",3.513125
"201612","6884","11320","11320511","2","00","02",27.5104166666667
"201612","6884","11320","11320511","2","00","03",65.8725
"201612","6884","11320","11320511","2","00","04",70.4652083333333
"201612","6884","11320","11320511","2","00","05",91.6995833333333
"201612","6884","11320","11320511","2","00","06",32.781875
"201612","6884","11320","11320511","2","10","00",22.8333333333333
"201612","6884","11320","11320511","2","10","01",0
"201612","6884","11320","11320511","2","10","02",0.229791666666667
"201612","6884","11320","11320511","2","10","03",4.989375
"201612","6884","11320","11320511","2","10","04",6.105625
"201612","6884","11320","11320511","2","10","05",7.77625
"201612","6884","11320","11320511","2","10","06",3.73229166666667
"201612","6884","11320","11320511","2","20","00",45.6416666666667
"201612","6884","11320","11320511","2","20","01",2.941875
"201612","6884","11320","11320511","2","20","02",1.59833333333333
"201612","6884","11320","11320511","2","20","03",7.58895833333333
"201612","6884","11320","11320511","2","20","04",8.78458333333333
"201612","6884","11320","11320511","2","20","05",14.821875
"201612","6884","11320","11320511","2","20","06",9.90604166666667
"201612","6884","11320","11320511","2","30","00",48.9364583333333
"201612","6884","11320","11320511","2","30","01",0.57125
"201612","6884","11320","11320511","2","30","02",4.37416666666667
"201612","6884","11320","11320511","2","30","03",11.65375
"201612","6884","11320","11320511","2","30","04",11.775
"201612","6884","11320","11320511","2","30","05",15.3608333333333
"201612","6884","11320","11320511","2","30","06",5.20145833333333
"201612","6884","11320","11320511","2","40","00",63.1979166666667
"201612","6884","11320","11320511","2","40","01",0
"201612","6884","11320","11320511","2","40","02",6.775625
"201612","6884","11320","11320511","2","40","03",14.585625
"201612","6884","11320","11320511","2","40","04",15.5927083333333
"201612","6884","11320","11320511","2","40","05",20.6220833333333
"201612","6884","11320","11320511","2","40","06",5.621875
"201612","6884","11320","11320511","2","50","00",72.7925
"201612","6884","11320","11320511","2","50","01",0
"201612","6884","11320","11320511","2","50","02",9.22
"201612","6884","11320","11320511","2","50","03",16.3752083333333
"201612","6884","11320","11320511","2","50","04",17.955625
"201612","6884","11320","11320511","2","50","05",22.5345833333333
"201612","6884","11320","11320511","2","50","06",6.70708333333333
"201612","6884","11320","11320511","2","60","00",38.4408333333333
"201612","6884","11320","11320511","2","60","01",0
"201612","6884","11320","11320511","2","60","02",5.3125
"201612","6884","11320","11320511","2","60","03",10.6795833333333
"201612","6884","11320","11320511","2","60","04",10.2516666666667
"201612","6884","11320","11320511","2","60","05",10.5839583333333
"201612","6884","11320","11320511","2","60","06",1.613125
"201612","6887","11320","11320511","1","00","00",436.1725
"201612","6887","11320","11320511","1","00","01",0.455
"201612","6887","11320","11320511","1","00","02",64.4695
"201612","6887","11320","11320511","1","00","03",89.49
"201612","6887","11320","11320511","1","00","04",103.6105
"201612","6887","11320","11320511","1","00","05",126.8795
"201612","6887","11320","11320511","1","00","06",51.268
"201612","6887","11320","11320511","1","10","00",36.102
"201612","6887","11320","11320511","1","10","01",0
"201612","6887","11320","11320511","1","10","02",3.8945
"201612","6887","11320","11320511","1","10","03",4.849
"201612","6887","11320","11320511","1","10","04",11.134
"201612","6887","11320","11320511","1","10","05",11.774
"201612","6887","11320","11320511","1","10","06",4.4505
"201612","6887","11320","11320511","1","20","00",62.45
"201612","6887","11320","11320511","1","20","01",0.455
"201612","6887","11320","11320511","1","20","02",5.072
"201612","6887","11320","11320511","1","20","03",12.404
"201612","6887","11320","11320511","1","20","04",13.285
"201612","6887","11320","11320511","1","20","05",17.884
"201612","6887","11320","11320511","1","20","06",13.35
"201612","6887","11320","11320511","1","30","00",71.5805
"201612","6887","11320","11320511","1","30","01",0
"201612","6887","11320","11320511","1","30","02",11.468
"201612","6887","11320","11320511","1","30","03",14.258
"201612","6887","11320","11320511","1","30","04",14.9075
"201612","6887","11320","11320511","1","30","05",20.5905
"201612","6887","11320","11320511","1","30","06",10.3565
"201612","6887","11320","11320511","1","40","00",89.9155
"201612","6887","11320","11320511","1","40","01",0
"201612","6887","11320","11320511","1","40","02",14.6755
"201612","6887","11320","11320511","1","40","03",17.308
"201612","6887","11320","11320511","1","40","04",20.479
"201612","6887","11320","11320511","1","40","05",26.9685
"201612","6887","11320","11320511","1","40","06",10.4845
"201612","6887","11320","11320511","1","50","00",98.2875
"201612","6887","11320","11320511","1","50","01",0
"201612","6887","11320","11320511","1","50","02",15.899
"201612","6887","11320","11320511","1","50","03",20.3305
"201612","6887","11320","11320511","1","50","04",22.6025
"201612","6887","11320","11320511","1","50","05",29.026
"201612","6887","11320","11320511","1","50","06",10.4295
"201612","6887","11320","11320511","1","60","00",77.837
"201612","6887","11320","11320511","1","60","01",0
"201612","6887","11320","11320511","1","60","02",13.4605
"201612","6887","11320","11320511","1","60","03",20.3405
"201612","6887","11320","11320511","1","60","04",21.2025
"201612","6887","11320","11320511","1","60","05",20.6365
"201612","6887","11320","11320511","1","60","06",2.197
"201612","6887","11320","11320511","2","00","00",347.22875
"201612","6887","11320","11320511","2","00","01",2.96625
"201612","6887","11320","11320511","2","00","02",38.905
"201612","6887","11320","11320511","2","00","03",78.0925
"201612","6887","11320","11320511","2","00","04",79.17875
"201612","6887","11320","11320511","2","00","05",102.925
"201612","6887","11320","11320511","2","00","06",45.16125
"201612","6887","11320","11320511","2","10","00",28.39375
"201612","6887","11320","11320511","2","10","01",0
"201612","6887","11320","11320511","2","10","02",0.32
"201612","6887","11320","11320511","2","10","03",6.73625
"201612","6887","11320","11320511","2","10","04",7.9125
"201612","6887","11320","11320511","2","10","05",9.15625
"201612","6887","11320","11320511","2","10","06",4.26875
"201612","6887","11320","11320511","2","20","00",60.68375
"201612","6887","11320","11320511","2","20","01",2.96625
"201612","6887","11320","11320511","2","20","02",2.2225
"201612","6887","11320","11320511","2","20","03",11.4575
"201612","6887","11320","11320511","2","20","04",13.0975
"201612","6887","11320","11320511","2","20","05",17.68
"201612","6887","11320","11320511","2","20","06",13.26
"201612","6887","11320","11320511","2","30","00",58.73375
"201612","6887","11320","11320511","2","30","01",0
"201612","6887","11320","11320511","2","30","02",6.26625
"201612","6887","11320","11320511","2","30","03",13.60125
"201612","6887","11320","11320511","2","30","04",13.26
"201612","6887","11320","11320511","2","30","05",17.84
"201612","6887","11320","11320511","2","30","06",7.76625
"201612","6887","11320","11320511","2","40","00",66.89
"201612","6887","11320","11320511","2","40","01",0
"201612","6887","11320","11320511","2","40","02",9.265
"201612","6887","11320","11320511","2","40","03",14.8625
"201612","6887","11320","11320511","2","40","04",14.5425
"201612","6887","11320","11320511","2","40","05",20.0625
"201612","6887","11320","11320511","2","40","06",8.1575
"201612","6887","11320","11320511","2","50","00",73.12875
"201612","6887","11320","11320511","2","50","01",0
"201612","6887","11320","11320511","2","50","02",11.08375
"201612","6887","11320","11320511","2","50","03",15.56875
"201612","6887","11320","11320511","2","50","04",15.575
"201612","6887","11320","11320511","2","50","05",21.415
"201612","6887","11320","11320511","2","50","06",9.48625
"201612","6887","11320","11320511","2","60","00",59.39875
"201612","6887","11320","11320511","2","60","01",0
"201612","6887","11320","11320511","2","60","02",9.7475
"201612","6887","11320","11320511","2","60","03",15.86625
"201612","6887","11320","11320511","2","60","04",14.79125
"201612","6887","11320","11320511","2","60","05",16.77125
"201612","6887","11320","11320511","2","60","06",2.2225
"201612","6921","11320","11320511","1","00","00",372.183
"201612","6921","11320","11320511","1","00","01",0.454
"201612","6921","11320","11320511","1","00","02",53.4326
"201612","6921","11320","11320511","1","00","03",75.5152
"201612","6921","11320","11320511","1","00","04",88.6658
"201612","6921","11320","11320511","1","00","05",109.7384
"201612","6921","11320","11320511","1","00","06",44.377
"201612","6921","11320","11320511","1","10","00",27.7776
"201612","6921","11320","11320511","1","10","01",0
"201612","6921","11320","11320511","1","10","02",2.8088
"201612","6921","11320","11320511","1","10","03",3.3846
"201612","6921","11320","11320511","1","10","04",8.7414
"201612","6921","11320","11320511","1","10","05",9.129
"201612","6921","11320","11320511","1","10","06",3.7138
"201612","6921","11320","11320511","1","20","00",54.9816
"201612","6921","11320","11320511","1","20","01",0.443
"201612","6921","11320","11320511","1","20","02",3.9278
"201612","6921","11320","11320511","1","20","03",10.6942
"201612","6921","11320","11320511","1","20","04",11.671
"201612","6921","11320","11320511","1","20","05",16.4194
"201612","6921","11320","11320511","1","20","06",11.8262
"201612","6921","11320","11320511","1","30","00",62.0266
"201612","6921","11320","11320511","1","30","01",0.011
"201612","6921","11320","11320511","1","30","02",9.6802
"201612","6921","11320","11320511","1","30","03",12.289
"201612","6921","11320","11320511","1","30","04",12.9124
"201612","6921","11320","11320511","1","30","05",18.2076
"201612","6921","11320","11320511","1","30","06",8.9264
"201612","6921","11320","11320511","1","40","00",77.7538
"201612","6921","11320","11320511","1","40","01",0
"201612","6921","11320","11320511","1","40","02",12.245
"201612","6921","11320","11320511","1","40","03",14.4034
"201612","6921","11320","11320511","1","40","04",17.9158
"201612","6921","11320","11320511","1","40","05",24.0058
"201612","6921","11320","11320511","1","40","06",9.1838
"201612","6921","11320","11320511","1","50","00",83.8646
"201612","6921","11320","11320511","1","50","01",0
"201612","6921","11320","11320511","1","50","02",13.5916
"201612","6921","11320","11320511","1","50","03",17.0784
"201612","6921","11320","11320511","1","50","04",19.3612
"201612","6921","11320","11320511","1","50","05",25.0366
"201612","6921","11320","11320511","1","50","06",8.7968
"201612","6921","11320","11320511","1","60","00",65.7788
"201612","6921","11320","11320511","1","60","01",0
"201612","6921","11320","11320511","1","60","02",11.1792
"201612","6921","11320","11320511","1","60","03",17.6656
"201612","6921","11320","11320511","1","60","04",18.064
"201612","6921","11320","11320511","1","60","05",16.94
"201612","6921","11320","11320511","1","60","06",1.93
"201612","6921","11320","11320511","2","00","00",295.389
"201612","6921","11320","11320511","2","00","01",3.1655
"201612","6921","11320","11320511","2","00","02",31.163
"201612","6921","11320","11320511","2","00","03",65.7405
"201612","6921","11320","11320511","2","00","04",67.5815
"201612","6921","11320","11320511","2","00","05",89.316
"201612","6921","11320","11320511","2","00","06",38.4225
"201612","6921","11320","11320511","2","10","00",22.655
"201612","6921","11320","11320511","2","10","01",0.0275
"201612","6921","11320","11320511","2","10","02",0.228
"201612","6921","11320","11320511","2","10","03",4.9085
"201612","6921","11320","11320511","2","10","04",6.351
"201612","6921","11320","11320511","2","10","05",7.701
"201612","6921","11320","11320511","2","10","06",3.439
"201612","6921","11320","11320511","2","20","00",53.6495
"201612","6921","11320","11320511","2","20","01",2.9455
"201612","6921","11320","11320511","2","20","02",1.64
"201612","6921","11320","11320511","2","20","03",9.911
"201612","6921","11320","11320511","2","20","04",11.648
"201612","6921","11320","11320511","2","20","05",15.7475
"201612","6921","11320","11320511","2","20","06",11.7575
"201612","6921","11320","11320511","2","30","00",51.1105
"201612","6921","11320","11320511","2","30","01",0.11
"201612","6921","11320","11320511","2","30","02",5.2185
"201612","6921","11320","11320511","2","30","03",11.6145
"201612","6921","11320","11320511","2","30","04",11.73
"201612","6921","11320","11320511","2","30","05",15.861
"201612","6921","11320","11320511","2","30","06",6.5765
"201612","6921","11320","11320511","2","40","00",56.528
"201612","6921","11320","11320511","2","40","01",0.0275
"201612","6921","11320","11320511","2","40","02",7.371
"201612","6921","11320","11320511","2","40","03",12.5255
"201612","6921","11320","11320511","2","40","04",12.381
"201612","6921","11320","11320511","2","40","05",17.365
"201612","6921","11320","11320511","2","40","06",6.858
"201612","6921","11320","11320511","2","50","00",61.4845
"201612","6921","11320","11320511","2","50","01",0.055
"201612","6921","11320","11320511","2","50","02",8.9825
"201612","6921","11320","11320511","2","50","03",13.0735
"201612","6921","11320","11320511","2","50","04",13.0015
"201612","6921","11320","11320511","2","50","05",18.3415
"201612","6921","11320","11320511","2","50","06",8.0305
"201612","6921","11320","11320511","2","60","00",49.9615
"201612","6921","11320","11320511","2","60","01",0
"201612","6921","11320","11320511","2","60","02",7.723
"201612","6921","11320","11320511","2","60","03",13.7075
"201612","6921","11320","11320511","2","60","04",12.47
"201612","6921","11320","11320511","2","60","05",14.3
"201612","6921","11320","11320511","2","60","06",1.761
"201612","6950","11320","11320511","1","00","00",517.90475
"201612","6950","11320","11320511","1","00","01",4.48725
"201612","6950","11320","11320511","1","00","02",85.3825
"201612","6950","11320","11320511","1","00","03",103.034
"201612","6950","11320","11320511","1","00","04",118.64875
"201612","6950","11320","11320511","1","00","05",149.3105
"201612","6950","11320","11320511","1","00","06",57.04175
"201612","6950","11320","11320511","1","10","00",49.71225
"201612","6950","11320","11320511","1","10","01",0.5685
"201612","6950","11320","11320511","1","10","02",6.93575
"201612","6950","11320","11320511","1","10","03",7.3515
"201612","6950","11320","11320511","1","10","04",13.56475
"201612","6950","11320","11320511","1","10","05",14.5995
"201612","6950","11320","11320511","1","10","06",6.69225
"201612","6950","11320","11320511","1","20","00",67.38525
"201612","6950","11320","11320511","1","20","01",1.797
"201612","6950","11320","11320511","1","20","02",7.99375
"201612","6950","11320","11320511","1","20","03",12.09025
"201612","6950","11320","11320511","1","20","04",13.11475
"201612","6950","11320","11320511","1","20","05",19.512
"201612","6950","11320","11320511","1","20","06",12.8775
"201612","6950","11320","11320511","1","30","00",84.78425
"201612","6950","11320","11320511","1","30","01",0.72275
"201612","6950","11320","11320511","1","30","02",14.19225
"201612","6950","11320","11320511","1","30","03",16.39025
"201612","6950","11320","11320511","1","30","04",17.807
"201612","6950","11320","11320511","1","30","05",25.0975
"201612","6950","11320","11320511","1","30","06",10.5745
"201612","6950","11320","11320511","1","40","00",111.631
"201612","6950","11320","11320511","1","40","01",0.68675
"201612","6950","11320","11320511","1","40","02",18.98475
"201612","6950","11320","11320511","1","40","03",21.386
"201612","6950","11320","11320511","1","40","04",25.2725
"201612","6950","11320","11320511","1","40","05",33.432
"201612","6950","11320","11320511","1","40","06",11.869
"201612","6950","11320","11320511","1","50","00",112.93825
"201612","6950","11320","11320511","1","50","01",0.71225
"201612","6950","11320","11320511","1","50","02",19.845
"201612","6950","11320","11320511","1","50","03",23.321
"201612","6950","11320","11320511","1","50","04",25.6495
"201612","6950","11320","11320511","1","50","05",32.33725
"201612","6950","11320","11320511","1","50","06",11.07325
"201612","6950","11320","11320511","1","60","00",91.45375
"201612","6950","11320","11320511","1","60","01",0
"201612","6950","11320","11320511","1","60","02",17.431
"201612","6950","11320","11320511","1","60","03",22.495
"201612","6950","11320","11320511","1","60","04",23.24025
"201612","6950","11320","11320511","1","60","05",24.33225
"201612","6950","11320","11320511","1","60","06",3.95525
"201612","6950","11320","11320511","2","00","00",412.925
"201612","6950","11320","11320511","2","00","01",8.663125
"201612","6950","11320","11320511","2","00","02",52.744375
"201612","6950","11320","11320511","2","00","03",91.129375
"201612","6950","11320","11320511","2","00","04",91.1
"201612","6950","11320","11320511","2","00","05",117.89875
"201612","6950","11320","11320511","2","00","06",51.389375
"201612","6950","11320","11320511","2","10","00",41.576875
"201612","6950","11320","11320511","2","10","01",0.6525
"201612","6950","11320","11320511","2","10","02",3.00625
"201612","6950","11320","11320511","2","10","03",9.846875
"201612","6950","11320","11320511","2","10","04",9.631875
"201612","6950","11320","11320511","2","10","05",12.1275
"201612","6950","11320","11320511","2","10","06",6.311875
"201612","6950","11320","11320511","2","20","00",64.75375
"201612","6950","11320","11320511","2","20","01",3.7325
"201612","6950","11320","11320511","2","20","02",4.7175
"201612","6950","11320","11320511","2","20","03",12.23
"201612","6950","11320","11320511","2","20","04",13.319375
"201612","6950","11320","11320511","2","20","05",17.9325
"201612","6950","11320","11320511","2","20","06",12.821875
"201612","6950","11320","11320511","2","30","00",67.744375
"201612","6950","11320","11320511","2","30","01",1.730625
"201612","6950","11320","11320511","2","30","02",8.281875
"201612","6950","11320","11320511","2","30","03",15.146875
"201612","6950","11320","11320511","2","30","04",14.690625
"201612","6950","11320","11320511","2","30","05",19.36875
"201612","6950","11320","11320511","2","30","06",8.525625
"201612","6950","11320","11320511","2","40","00",81.21375
"201612","6950","11320","11320511","2","40","01",1.24125
"201612","6950","11320","11320511","2","40","02",11.20875
"201612","6950","11320","11320511","2","40","03",17.535
"201612","6950","11320","11320511","2","40","04",17.905
"201612","6950","11320","11320511","2","40","05",23.816875
"201612","6950","11320","11320511","2","40","06",9.506875
"201612","6950","11320","11320511","2","50","00",87.365
"201612","6950","11320","11320511","2","50","01",1.30625
"201612","6950","11320","11320511","2","50","02",13.970625
"201612","6950","11320","11320511","2","50","03",18.539375
"201612","6950","11320","11320511","2","50","04",18.6775
"201612","6950","11320","11320511","2","50","05",24.758125
"201612","6950","11320","11320511","2","50","06",10.113125
"201612","6950","11320","11320511","2","60","00",70.27125
"201612","6950","11320","11320511","2","60","01",0
"201612","6950","11320","11320511","2","60","02",11.559375
"201612","6950","11320","11320511","2","60","03",17.83125
"201612","6950","11320","11320511","2","60","04",16.875625
"201612","6950","11320","11320511","2","60","05",19.895
"201612","6950","11320","11320511","2","60","06",4.11
"201612","6960","11320","11320511","1","00","00",281.1868
"201612","6960","11320","11320511","1","00","01",2.0166
"201612","6960","11320","11320511","1","00","02",44.6492
"201612","6960","11320","11320511","1","00","03",56.04
"201612","6960","11320","11320511","1","00","04",64.9396
"201612","6960","11320","11320511","1","00","05",82.207
"201612","6960","11320","11320511","1","00","06",31.3344
"201612","6960","11320","11320511","1","10","00",27.0206
"201612","6960","11320","11320511","1","10","01",0.27
"201612","6960","11320","11320511","1","10","02",3.6238
"201612","6960","11320","11320511","1","10","03",3.9682
"201612","6960","11320","11320511","1","10","04",7.4778
"201612","6960","11320","11320511","1","10","05",8.0184
"201612","6960","11320","11320511","1","10","06",3.6624
"201612","6960","11320","11320511","1","20","00",37.8088
"201612","6960","11320","11320511","1","20","01",0.8016
"201612","6960","11320","11320511","1","20","02",3.8706
"201612","6960","11320","11320511","1","20","03",7.0938
"201612","6960","11320","11320511","1","20","04",7.58
"201612","6960","11320","11320511","1","20","05",11.0448
"201612","6960","11320","11320511","1","20","06",7.418
"201612","6960","11320","11320511","1","30","00",46.3484
"201612","6960","11320","11320511","1","30","01",0.297
"201612","6960","11320","11320511","1","30","02",7.5684
"201612","6960","11320","11320511","1","30","03",9.092
"201612","6960","11320","11320511","1","30","04",9.7684
"201612","6960","11320","11320511","1","30","05",13.7124
"201612","6960","11320","11320511","1","30","06",5.9102
"201612","6960","11320","11320511","1","40","00",60.825
"201612","6960","11320","11320511","1","40","01",0.324
"201612","6960","11320","11320511","1","40","02",10.0194
"201612","6960","11320","11320511","1","40","03",11.3014
"201612","6960","11320","11320511","1","40","04",13.724
"201612","6960","11320","11320511","1","40","05",18.9702
"201612","6960","11320","11320511","1","40","06",6.486
"201612","6960","11320","11320511","1","50","00",60.659
"201612","6960","11320","11320511","1","50","01",0.324
"201612","6960","11320","11320511","1","50","02",10.573
"201612","6960","11320","11320511","1","50","03",12.342
"201612","6960","11320","11320511","1","50","04",13.7502
"201612","6960","11320","11320511","1","50","05",17.7958
"201612","6960","11320","11320511","1","50","06",5.874
"201612","6960","11320","11320511","1","60","00",48.525
"201612","6960","11320","11320511","1","60","01",0
"201612","6960","11320","11320511","1","60","02",8.994
"201612","6960","11320","11320511","1","60","03",12.2426
"201612","6960","11320","11320511","1","60","04",12.6392
"201612","6960","11320","11320511","1","60","05",12.6654
"201612","6960","11320","11320511","1","60","06",1.9838
"201612","6960","11320","11320511","2","00","00",219.2435
"201612","6960","11320","11320511","2","00","01",3.7055
"201612","6960","11320","11320511","2","00","02",26.288
"201612","6960","11320","11320511","2","00","03",49.0415
"201612","6960","11320","11320511","2","00","04",48.9815
"201612","6960","11320","11320511","2","00","05",64.0025
"201612","6960","11320","11320511","2","00","06",27.2245
"201612","6960","11320","11320511","2","10","00",21.967
"201612","6960","11320","11320511","2","10","01",0.271
"201612","6960","11320","11320511","2","10","02",1.357
"201612","6960","11320","11320511","2","10","03",5.265
"201612","6960","11320","11320511","2","10","04",5.1315
"201612","6960","11320","11320511","2","10","05",6.5925
"201612","6960","11320","11320511","2","10","06",3.35
"201612","6960","11320","11320511","2","20","00",35.493
"201612","6960","11320","11320511","2","20","01",1.599
"201612","6960","11320","11320511","2","20","02",2.1865
"201612","6960","11320","11320511","2","20","03",6.7415
"201612","6960","11320","11320511","2","20","04",7.551
"201612","6960","11320","11320511","2","20","05",10.068
"201612","6960","11320","11320511","2","20","06",7.347
"201612","6960","11320","11320511","2","30","00",36.5665
"201612","6960","11320","11320511","2","30","01",0.7475
"201612","6960","11320","11320511","2","30","02",4.14
"201612","6960","11320","11320511","2","30","03",8.252
"201612","6960","11320","11320511","2","30","04",8.2295
"201612","6960","11320","11320511","2","30","05",10.814
"201612","6960","11320","11320511","2","30","06",4.3835
"201612","6960","11320","11320511","2","40","00",43.5335
"201612","6960","11320","11320511","2","40","01",0.544
"201612","6960","11320","11320511","2","40","02",5.874
"201612","6960","11320","11320511","2","40","03",9.537
"201612","6960","11320","11320511","2","40","04",9.6055
"201612","6960","11320","11320511","2","40","05",13.0245
"201612","6960","11320","11320511","2","40","06",4.9485
"201612","6960","11320","11320511","2","50","00",45.719
"201612","6960","11320","11320511","2","50","01",0.544
"201612","6960","11320","11320511","2","50","02",7.038
"201612","6960","11320","11320511","2","50","03",9.781
"201612","6960","11320","11320511","2","50","04",9.76
"201612","6960","11320","11320511","2","50","05",13.246
"201612","6960","11320","11320511","2","50","06",5.35
"201612","6960","11320","11320511","2","60","00",35.9645
"201612","6960","11320","11320511","2","60","01",0
"201612","6960","11320","11320511","2","60","02",5.6925
"201612","6960","11320","11320511","2","60","03",9.465
"201612","6960","11320","11320511","2","60","04",8.704
"201612","6960","11320","11320511","2","60","05",10.2575
"201612","6960","11320","11320511","2","60","06",1.8455
"201612","6961","11320","11320511","1","00","00",139.06
"201612","6961","11320","11320511","1","00","01",0.136
"201612","6961","11320","11320511","1","00","02",21.284
"201612","6961","11320","11320511","1","00","03",27.744
"201612","6961","11320","11320511","1","00","04",32.436
"201612","6961","11320","11320511","1","00","05",41.616
"201612","6961","11320","11320511","1","00","06",15.844
"201612","6961","11320","11320511","1","10","00",12.104
"201612","6961","11320","11320511","1","10","01",0
"201612","6961","11320","11320511","1","10","02",1.292
"201612","6961","11320","11320511","1","10","03",1.768
"201612","6961","11320","11320511","1","10","04",3.604
"201612","6961","11320","11320511","1","10","05",3.672
"201612","6961","11320","11320511","1","10","06",1.768
"201612","6961","11320","11320511","1","20","00",20.604
"201612","6961","11320","11320511","1","20","01",0.136
"201612","6961","11320","11320511","1","20","02",2.244
"201612","6961","11320","11320511","1","20","03",4.08
"201612","6961","11320","11320511","1","20","04",4.08
"201612","6961","11320","11320511","1","20","05",5.984
